goodsNo,goodsName,displayGenderText,normalPrice,price,couponPrice,saleRate,couponSaleRate,hasOptionPrice,brand,reviewCount,reviewScore,isYoutubeCollab,likeType,relationId,count,liked
5506723,옴스크 후디드 라이트 다운 자켓 [BLACK],남성,168000,134400,,20,,False,drawfit,2,100,0,GOODS,5506723,216,False
4327314,오버사이즈 코듀로이 알렉스 셔츠 [CHARCOAL],남성,55000,49500,,10,,False,drawfit,59,98,0,GOODS,4327314,802,False
4301140,유주얼 세미 와이드 데님 팬츠 [VINTAGE BLUE],남성,66000,59400,,10,,False,drawfit,60,92,0,GOODS,4301140,916,False
3489529,유주얼 세미 와이드 데님 팬츠 [L.BLUE],남성,66000,59400,,10,,False,drawfit,447,96,0,GOODS,3489529,3822,False
5358731,덴버 투 포켓 체크 셔츠 [BROWN],남성,55000,49500,,10,,False,drawfit,12,98,0,GOODS,5358731,345,False
3154711,코지드 스트라이프 셔츠 [BLACK],남성,66000,49500,,25,,False,drawfit,1347,98,0,GOODS,3154711,3075,False
1456515,멀티 스트랩 미니 백 [MATT BLACK],공용,55000,49500,,10,,False,drawfit,10633,98,0,GOODS,1456515,35157,False
4740184,카우 슬림 레더 벨트 [BLACK],남성,42000,37800,,10,,False,drawfit,54,96,0,GOODS,4740184,1407,False
4907283,스트라이프 하프 티셔츠 [WHITE],남성,36000,32400,,10,,False,drawfit,103,98,0,GOODS,4907283,924,False
3037101,오버사이즈 울 라운드 가디건 [BRICK],남성,85000,76500,,10,,False,drawfit,1060,98,0,GOODS,3037101,4455,False
5384935,헤어리 크롭 브이넥 풀오버 니트 [MELANGE GREY],남성,66000,59400,,10,,False,drawfit,2,90,0,GOODS,5384935,202,False
4327323,타이디 미니멀 스트라이프 셔츠 [WHITE],남성,55000,49500,,10,,False,drawfit,100,98,0,GOODS,4327323,1417,False
3830002,콘트라스트 세미 와이드 워싱 데님 팬츠 [DARK BLUE],남성,74000,66600,,10,,False,drawfit,143,98,0,GOODS,3830002,1754,False
4739882,사이드 브리치 트랙 팬츠 [BLACK],남성,62000,55800,,10,,False,drawfit,44,98,0,GOODS,4739882,1149,False
2825494,프리미어 퓨어 울 발마칸 코트 [MELANGE BROWN],남성,308000,246400,,20,,False,drawfit,462,98,0,GOODS,2825494,3353,False
3489625,호보 레더 크로스백 [DARK BROWN],남성,82000,65600,,20,,False,drawfit,1092,96,0,GOODS,3489625,4527,False
2570743,레이어드 체인 써지컬 팔찌 [SILVER],공용,25000,22500,,10,,False,drawfit,1753,96,0,GOODS,2570743,11144,False
4990664,와플 헨리넥 하프 티셔츠 [MELANGE],남성,34000,30600,,10,,False,drawfit,401,96,0,GOODS,4990664,4473,False
4732773,카빌 미드나잇 데님 셔츠 [BLACK],남성,66000,59400,,10,,False,drawfit,48,98,0,GOODS,4732773,1416,False
5364425,스트라이프 슬림 모던 타이 [2COLORS],남성,25000,22500,,10,,False,drawfit,7,100,0,GOODS,5364425,388,False
2119982,와이드 밴딩 치노 팬츠 [KHAKI],남성,66000,59400,,10,,False,drawfit,799,96,0,GOODS,2119982,3889,False
3305119,키높이 하프 인솔 [2COLORS],공용,9900,8910,,10,,False,drawfit,794,98,0,GOODS,3305119,1661,False
4730993,해밀턴 미니멀 체크 셔츠 [BLUE],남성,55000,49500,,10,,False,drawfit,63,98,0,GOODS,4730993,1234,False
5384975,헤이든 헨리넥 롱슬리브 티셔츠 [CHARCOAL],남성,35000,29750,,15,,False,drawfit,20,100,0,GOODS,5384975,259,False
3052053,오버사이즈 벌룬 피케 스웨트 셔츠 [BLACK],남성,55000,49500,,10,,False,drawfit,408,98,0,GOODS,3052053,4044,False
4327328,에반 옴브레 체크 셔츠 [NAVY],남성,55000,49500,,10,,False,drawfit,168,96,0,GOODS,4327328,1556,False
3154716,페이퍼 코튼 오버핏 셔츠 [WHITE],남성,66000,49500,,25,,False,drawfit,1239,96,0,GOODS,3154716,4540,False
538279,에센셜 베이직 티셔츠 [OFFWHITE],남성,33000,29700,,10,,False,drawfit,6750,96,0,GOODS,538279,9894,False
4739972,와이드 트위스트 데님 팬츠 [DEEP INDIGO],남성,66000,59400,,10,,False,drawfit,59,100,0,GOODS,4739972,1347,False
4305401,콘트라스트 워크 트러커 자켓 [BLACK],남성,174000,139200,,20,,False,drawfit,80,98,0,GOODS,4305401,1697,False
5384934,헤어리 크롭 브이넥 풀오버 니트 [BLACK],남성,66000,59400,,10,,False,drawfit,2,100,0,GOODS,5384934,189,False
3154714,페이퍼 코튼 오버핏 셔츠 [D.BLUE],남성,66000,49500,,25,,False,drawfit,1330,96,0,GOODS,3154714,4446,False
407066,하이 벤트 레이어드 티셔츠 [BLACK],남성,39000,29250,,25,,False,drawfit,13483,96,0,GOODS,407066,12389,False
5543150,오버사이즈 라인 무스탕 자켓 [BROWN],남성,209000,167200,,20,,False,drawfit,0,0,0,GOODS,5543150,166,False
3783848,소프트 에센셜 헨리넥 니트 [BLACK],남성,66000,59400,,10,,False,drawfit,136,98,0,GOODS,3783848,1463,False
4058364,올마이티 보스턴 더플백 [BLACK],남성,74000,66600,,10,,False,drawfit,195,98,0,GOODS,4058364,3089,False
4327198,실켓 코튼 U넥 롱슬리브 티셔츠 [BLACK],남성,35000,29750,,15,,False,drawfit,127,92,0,GOODS,4327198,1112,False
3489528,유주얼 세미 와이드 데님 팬츠 [WHITE],남성,66000,59400,,10,,False,drawfit,240,98,0,GOODS,3489528,2409,False
1305386,오버핏 울 니트 베스트 [L.BEIGE],공용,59000,47200,,20,,False,drawfit,1140,98,0,GOODS,1305386,4791,False
3052090,오버사이즈 인디고 워싱 데님 셔츠 [BLACK],남성,66000,59400,,10,,False,drawfit,400,96,0,GOODS,3052090,3354,False
4479890,미니멀 후론 후드 다운 자켓 [BLACK],남성,210000,168000,,20,,False,drawfit,162,96,0,GOODS,4479890,4528,False
4424996,어베인 카운티 크로스 토트백 [BLACK],남성,74000,66600,,10,,False,drawfit,218,98,0,GOODS,4424996,3251,False
4732777,빈티지 워시드 데님 셔츠 [BLACK],남성,66000,59400,,10,,False,drawfit,29,100,0,GOODS,4732777,778,False
709192,오버사이즈 미니멀 체크 블레이저 [BEIGE],남성,159000,127200,,20,,False,drawfit,2252,96,0,GOODS,709192,6636,False
3347011,카고 파라슈트 치노 팬츠 [OFF WHITE],남성,74000,66600,,10,,False,drawfit,201,96,0,GOODS,3347011,3188,False
5543100,베어론 퍼 후드 집업 자켓 [BLACK],남성,108000,86400,,20,,False,drawfit,0,0,0,GOODS,5543100,215,False
3154689,원턱 밴딩 테이퍼드 슬랙스 [GREY],남성,63000,49800,,21,,False,drawfit,1033,98,0,GOODS,3154689,1722,False
5385026,카우 스터드 스웨이드 레더 벨트 [BROWN],남성,42000,37800,,10,,False,drawfit,3,100,0,GOODS,5385026,155,False
5384862,크롭 패디드 플라이트 블루종 자켓 [BLACK],남성,174000,139200,,20,,False,drawfit,1,80,0,GOODS,5384862,109,False
1649144,프리미어 퓨어 캐시미어 히든 싱글 코트 [CHESTNUT BROWN],남성,278000,222400,,20,,False,drawfit,1424,98,0,GOODS,1649144,5866,False
1217305,유주얼 뉴 스트레이트 데님 팬츠 [BLUE],남성,66000,59400,,10,,False,drawfit,1793,94,0,GOODS,1217305,8877,False
3331687,에센셜 베이직 티셔츠 [2PACK],공용,66000,49500,,25,,False,drawfit,797,98,0,GOODS,3331687,3137,False
5220312,헤일 코튼 크롭 하프 티셔츠 [M.GREY],남성,33000,29700,,10,,False,drawfit,27,98,0,GOODS,5220312,731,False
4330033,커브드 인시전 라인 데님 팬츠 [BLACK],남성,72000,64800,,10,,False,drawfit,86,98,0,GOODS,4330033,1306,False
4108579,[패션플래닛X드로우핏] 쿨링 릴렉스드 와이드 밴딩 팬츠 [BLACK],남성,59000,47200,,20,,False,drawfit,990,96,1,GOODS,4108579,9456,False
3175726,[오정규X드로우핏] 수피마 실켓 프리미엄 코튼 티셔츠 [9COLORS],남성,33000,26400,,20,,False,drawfit,558,98,1,GOODS,3175726,2207,False
3175768,[오정규X드로우핏] 수피마 실켓 프리미엄 코튼 티셔츠 [2PACK],남성,66000,49500,,25,,False,drawfit,1614,98,1,GOODS,3175768,2964,False
2480138,밴딩 테이퍼드 슬랙스 [GREY],남성,60000,49800,,17,,False,drawfit,2835,98,0,GOODS,2480138,7852,False
2799745,[드로우핏X노이어] 핸드메이드 캐시미어 싱글 코트,공용,318000,254400,,20,,False,drawfit,250,98,1,GOODS,2799745,2684,False
3438287,울 카라 집업 블루종 자켓 [BLACK],남성,208000,166400,,20,,False,drawfit,773,98,0,GOODS,3438287,6094,False
2361832,테이퍼드 밴딩 치노 팬츠 [BEIGE],남성,66000,59400,,10,,False,drawfit,1255,96,0,GOODS,2361832,5744,False
5543453,울 헤어리 스트라이프 풀오버 니트 [DARK RED],남성,77000,69300,,10,,False,drawfit,0,0,0,GOODS,5543453,168,False
5358698,워시드 코튼 웨스턴 셔츠 [NAVY],남성,55000,49500,,10,,False,drawfit,4,100,0,GOODS,5358698,314,False
5358697,워시드 코튼 웨스턴 셔츠 [BROWN],남성,55000,49500,,10,,False,drawfit,6,96,0,GOODS,5358697,252,False
3489626,호보 나일론 크로스백 [BLACK],남성,82000,65600,,20,,False,drawfit,1430,98,0,GOODS,3489626,5068,False
4740179,앰플 크로스 카메라백 [BLACK],남성,72000,64800,,10,,False,drawfit,55,98,0,GOODS,4740179,1636,False
5220311,헤일 코튼 크롭 하프 티셔츠 [WHITE],남성,33000,29700,,10,,False,drawfit,23,94,0,GOODS,5220311,294,False
4058365,커넥티드 브리프 크로스백 [BLACK],남성,86000,77400,,10,,False,drawfit,110,100,0,GOODS,4058365,1282,False
4305739,레이어 플리츠 워크 데님 자켓 [DARK BLUE],남성,136000,108800,,20,,False,drawfit,60,92,0,GOODS,4305739,1318,False
3154715,페이퍼 코튼 오버핏 셔츠 [SKY BLUE],남성,66000,49500,,25,,False,drawfit,1772,96,0,GOODS,3154715,7841,False
5385023,루스 블랙 [BLACK],남성,33000,29700,,10,,False,drawfit,1,100,0,GOODS,5385023,172,False
4702402,울 프로트 집업 버튼 니트 [BLACK],남성,77000,69300,,10,,False,drawfit,62,96,0,GOODS,4702402,692,False
5358730,워시드 코튼 샴브레이 워크 셔츠 [INDIGO],남성,55000,49500,,10,,False,drawfit,10,98,0,GOODS,5358730,262,False
4327316,오버사이즈 코듀로이 알렉스 셔츠 [BLACK],남성,55000,49500,,10,,False,drawfit,48,98,0,GOODS,4327316,461,False
4305953,울 블렌딩 헤어리 니트 가디건 [D.GREY],남성,72000,64800,,10,,False,drawfit,66,98,0,GOODS,4305953,1031,False
4041509,헤이지 펜슬 스트라이프 셔츠 [SKY BLUE],남성,55000,49500,,10,,False,drawfit,529,96,0,GOODS,4041509,5013,False
2825478,프리미어 퓨어 울 로브 더블 코트 [MELANGE TAUPE],남성,308000,246400,,20,,False,drawfit,355,98,0,GOODS,2825478,3306,False
2085823,프리미어 퓨어 캐시미어 로브 더블 코트 [CHESTNUT BROWN],남성,308000,246400,,20,,False,drawfit,843,98,0,GOODS,2085823,5131,False
5358824,워싱 릴렉스 스트레이트 데님 팬츠 [DARK BLUE],남성,66000,59400,,10,,False,drawfit,1,100,0,GOODS,5358824,216,False
2139144,[서강준PICK] 터틀넥 니트 티셔츠 SET,남성,60000,43900,,27,,False,drawfit,16221,98,1,GOODS,2139144,27458,False
5358696,워시드 코튼 웨스턴 셔츠 [BLACK],남성,55000,49500,,10,,False,drawfit,4,100,0,GOODS,5358696,293,False
3783489,콘트라스트 워시드 데님 자켓 [BLACK],남성,124000,99200,,20,,False,drawfit,95,96,0,GOODS,3783489,1397,False
4538554,[오정규X드로우핏] 컨사이즈 울 원더 발마칸 코트 [NAVY],남성,298000,238400,,20,,False,drawfit,50,94,1,GOODS,4538554,589,False
5384978,피그먼트 핑거홀 루즈 티셔츠 [PIGMENT CHARCOAL],남성,44000,39600,,10,,False,drawfit,5,100,0,GOODS,5384978,166,False
3154649,투턱 밴딩 와이드 슬랙스 [DARK BROWN],남성,63000,49800,,21,,False,drawfit,1133,98,0,GOODS,3154649,5347,False
4330051,와이드 퍼티그 치노 팬츠 [BEIGE],남성,66000,59400,,10,,False,drawfit,113,98,0,GOODS,4330051,1920,False
3489525,유주얼 스트레이트 데님 팬츠 [BLUE],남성,66000,59400,,10,,False,drawfit,124,98,0,GOODS,3489525,1172,False
2774996,와이드 뉴트럴 컬러 데님 [MOCHA],남성,74000,66600,,10,,False,drawfit,475,98,0,GOODS,2774996,2461,False
2480137,밴딩 테이퍼드 슬랙스 [L.BEIGE],남성,60000,49800,,17,,False,drawfit,2453,98,0,GOODS,2480137,7213,False
3614287,프리미어 울 싱글 체스터 코트 [BLACK],남성,278000,222400,,20,,False,drawfit,192,98,0,GOODS,3614287,3008,False
4330030,커브드 인시전 라인 데님 팬츠 [SLATE BLUE],남성,72000,64800,,10,,False,drawfit,105,96,0,GOODS,4330030,1135,False
2367275,와이드 밴딩 치노 팬츠 [OFF WHITE],남성,66000,59400,,10,,False,drawfit,1645,96,0,GOODS,2367275,8009,False
4730997,르말 스트라이프 셔츠 [IVORY],남성,55000,49500,,10,,False,drawfit,25,100,0,GOODS,4730997,698,False
5543452,울 헤어리 스트라이프 풀오버 니트 [BLACK],남성,77000,69300,,10,,False,drawfit,0,0,0,GOODS,5543452,218,False
5146274,콘스탄트 리브드 헨리넥 티셔츠 [MELANGE GREY],남성,36000,32400,,10,,False,drawfit,91,98,0,GOODS,5146274,1885,False
3052036,레이어드 스트링 테잎 후드 [NAVY],남성,66000,59400,,10,,False,drawfit,896,96,0,GOODS,3052036,10586,False
3614230,헤링본 체크 울 발마칸 코트 [BROWN],남성,308000,246400,,20,,False,drawfit,114,96,0,GOODS,3614230,2311,False
5384972,리브드 헨리넥 티셔츠 [BROWN],남성,44000,39600,,10,,False,drawfit,1,60,0,GOODS,5384972,85,False
5385027,하이드 더블 포켓 백팩 [BLACK],남성,88000,79200,,10,,False,drawfit,0,0,0,GOODS,5385027,150,False
5384870,커브드 투웨이 폴라 플리스 자켓 [BLACK],남성,58000,52200,,10,,False,drawfit,3,100,0,GOODS,5384870,178,False
4702321,릴렉스드 오피스 CN 블레이저 [CHARCOAL],남성,159000,127200,,20,,False,drawfit,17,100,0,GOODS,4702321,597,False
4730963,루크 투 포켓 셔츠 [CHARCOAL],남성,55000,49500,,10,,False,drawfit,60,98,0,GOODS,4730963,652,False
4995108,[DRAW FIT X DAILY ROOM] 로버스트 버뮤다 와이드 데님 팬츠 [BLUE],남성,47000,37600,,20,,False,drawfit,589,98,1,GOODS,4995108,6523,False
5016408,레가토 벨티드 레더 토트백 [BLACK],남성,80000,72000,,10,,False,drawfit,10,94,0,GOODS,5016408,523,False
4330052,와이드 퍼티그 치노 팬츠 [BLACK],남성,66000,59400,,10,,False,drawfit,106,96,0,GOODS,4330052,1169,False
1812069,모더니티 세미 와이드 슬릿 슬랙스 [GREY],남성,69000,62100,,10,,False,drawfit,688,96,0,GOODS,1812069,1816,False
5068733,[DRAW FIT X MANJAE] 러스티 머슬핏 티셔츠 [BLACK],남성,33000,29700,,10,,False,drawfit,86,94,1,GOODS,5068733,1150,False
5384973,리브드 헨리넥 티셔츠 [CHARCOAL],남성,44000,39600,,10,,False,drawfit,3,100,0,GOODS,5384973,122,False
4995010,커브드 라인 워크 스웻 팬츠 [CHARCOAL],남성,62000,55800,,10,,False,drawfit,18,88,0,GOODS,4995010,976,False
4305877,울 그라데이션 라운드 풀오버 니트 [LIGHT BLUE],남성,70000,63000,,10,,False,drawfit,49,100,0,GOODS,4305877,670,False
5220310,헤일 코튼 크롭 하프 티셔츠 [BLACK],남성,33000,29700,,10,,False,drawfit,24,90,0,GOODS,5220310,310,False
3030704,컬러 포인트 윈드 브레이커 자켓,남성,124000,99200,,20,,False,drawfit,206,98,0,GOODS,3030704,2378,False
4730922,리브드 라운드넥 티셔츠 [BLACK],남성,42000,37800,,10,,False,drawfit,23,96,0,GOODS,4730922,614,False
3614260,핸드메이드 캐시미어 더블 로브 코트 [BLACK],남성,318000,254400,,20,,False,drawfit,155,96,0,GOODS,3614260,3599,False
3783762,인버티드 워싱 코튼 자켓 [BLACK],남성,174000,139200,,20,,False,drawfit,54,98,0,GOODS,3783762,1012,False
4305942,울 블렌딩 헤어리 니트 가디건 [BROWN],남성,72000,64800,,10,,False,drawfit,37,96,0,GOODS,4305942,534,False
2361829,테이퍼드 밴딩 치노 팬츠 [KHAKI],남성,66000,59400,,10,,False,drawfit,347,96,0,GOODS,2361829,1955,False
3154690,원턱 밴딩 테이퍼드 슬랙스 [DARK BROWN],남성,63000,49800,,21,,False,drawfit,469,96,0,GOODS,3154690,1591,False
1958904,와이드 밴딩 슬릭 플리츠 팬츠 [BLACK],남성,49000,44100,,10,,False,drawfit,2572,96,0,GOODS,1958904,8783,False
4995039,[패션플래닛X드로우핏] 쿨링 릴렉스드 테이퍼드 밴딩 팬츠 [BLACK],남성,59000,47200,,20,,False,drawfit,77,98,1,GOODS,4995039,1118,False
2322887,라인 스모크 레더 자켓 [SMOKE BROWN],남성,174000,139200,,20,,False,drawfit,495,96,0,GOODS,2322887,3029,False
2774998,와이드 뉴트럴 컬러 데님 [BROWN],남성,74000,66600,,10,,False,drawfit,659,98,0,GOODS,2774998,3731,False
4305772,컨사이즈 워시드 포켓 데님 자켓 [MAHOGANI BLUE],남성,136000,108800,,20,,False,drawfit,103,96,0,GOODS,4305772,1442,False
4739968,와이드 카펜터 워크 팬츠 [BLACK],남성,66000,59400,,10,,False,drawfit,44,96,0,GOODS,4739968,856,False
3154710,코지드 스트라이프 셔츠 [SKY BLUE],남성,66000,49500,,25,,False,drawfit,625,96,0,GOODS,3154710,1226,False
3052033,레이어드 스트링 테잎 후드 [BLACK],남성,66000,59400,,10,,False,drawfit,254,92,0,GOODS,3052033,3121,False
3783778,울 PBT 하프 카라 니트 [BLACK],남성,69000,62100,,10,,False,drawfit,90,96,0,GOODS,3783778,808,False
3052057,오버사이즈 벌룬 피케 스웨트 셔츠 [GREY],남성,55000,49500,,10,,False,drawfit,222,96,0,GOODS,3052057,1950,False
3305118,키높이 하프 인솔 [3PACK],공용,16500,14850,,10,,False,drawfit,662,96,0,GOODS,3305118,848,False
3088138,레이어드 스트링 테잎 후드 [BURGUNDY],남성,66000,59400,,10,,False,drawfit,206,94,0,GOODS,3088138,1662,False
3030665,코튼 트윌 스트링 자켓 [BLACK],남성,174000,139200,,20,,False,drawfit,577,96,0,GOODS,3030665,4639,False
2322886,라인 스모크 레더 자켓 [SMOKE BLACK],남성,174000,139200,,20,,False,drawfit,254,98,0,GOODS,2322886,1668,False
4424992,스퀘어 슬릭 레더 크로스백 [BLACK],남성,77000,69300,,10,,False,drawfit,68,98,0,GOODS,4424992,1252,False
3052064,포멀릭 리브드 헨리넥 티셔츠 [OFF WHITE],남성,44000,39600,,10,,False,drawfit,192,98,0,GOODS,3052064,1033,False
3783490,콘트라스트 워시드 데님 자켓 [SLATE BLUE],남성,124000,99200,,20,,False,drawfit,93,96,0,GOODS,3783490,1644,False
5068731,[DRAW FIT X MANJAE] 리브드 헨리넥 하프 티셔츠 [IVORY],남성,40000,36000,,10,,False,drawfit,70,86,1,GOODS,5068731,1849,False
4907281,실켓 코튼 U넥 티셔츠 [MELANGE GREY],남성,33000,29700,,10,,False,drawfit,84,98,0,GOODS,4907281,1068,False
4314891,유주얼 세미 와이드 데님 팬츠 [VINTAGE GREY],남성,66000,59400,,10,,False,drawfit,56,94,0,GOODS,4314891,977,False
2361831,테이퍼드 밴딩 치노 팬츠 [BLACK],남성,66000,59400,,10,,False,drawfit,265,96,0,GOODS,2361831,1259,False
1964770,슬랜트 메신저 크로스 백 [BLACK],공용,66000,59400,,10,,False,drawfit,3355,98,0,GOODS,1964770,20531,False
2510196,[유튜버 PICK] 오버사이즈 풀오버 카라 반팔 셔츠 [BLACK],남성,55000,33000,,40,,False,drawfit,2586,98,1,GOODS,2510196,18174,False
5543659,기모 밴딩 와이드 슬랙스 [BRUSHED BLACK],남성,60000,54000,,10,,False,drawfit,0,0,0,GOODS,5543659,104,False
5384970,실켓 코튼 U넥 롱슬리브 티셔츠 [M.GREY],남성,35000,29750,,15,,False,drawfit,1,100,0,GOODS,5384970,87,False
4058398,카이언 러프 스톤 팔찌 [BLUE GREEN],남성,27000,24300,,10,,False,drawfit,463,94,0,GOODS,4058398,5536,False
4108580,[패션플래닛X드로우핏] 쿨링 릴렉스드 와이드 밴딩 팬츠 [D.GREY],남성,59000,47200,,20,,False,drawfit,365,98,1,GOODS,4108580,2693,False
5542706,라이트 신다운 패디드 자켓 [BLACK],남성,180000,144000,,20,,False,drawfit,0,0,0,GOODS,5542706,183,False
3052063,포멀릭 리브드 헨리넥 티셔츠 [BLACK],남성,44000,39600,,10,,False,drawfit,300,96,0,GOODS,3052063,1615,False
4305970,코지드 브이넥 풀오버 니트 [BROWN],남성,58000,52200,,10,,False,drawfit,144,98,0,GOODS,4305970,1123,False
3052437,스웨이드 왈라비 모크 슈즈 [BEIGE],남성,155000,139500,,10,,False,drawfit,408,96,0,GOODS,3052437,5468,False
2480237,밴딩 와이드 슬랙스 [L.BEIGE],남성,60000,49800,,17,,False,drawfit,1105,96,0,GOODS,2480237,4259,False
2361830,테이퍼드 밴딩 치노 팬츠 [L.BEIGE],남성,66000,59400,,10,,False,drawfit,427,94,0,GOODS,2361830,2136,False
5384871,커브드 투웨이 폴라 플리스 자켓 [CHARCOAL],남성,58000,52200,,10,,False,drawfit,0,0,0,GOODS,5384871,136,False
968414,모더니티 히든 밴딩 슬랙스 [BLACK],남성,69000,62100,,10,,False,drawfit,2680,96,0,GOODS,968414,6533,False
1852144,모더니티 히든 밴딩 슬랙스 [COPPER BROWN],남성,69000,62100,,10,,False,drawfit,415,96,0,GOODS,1852144,1369,False
4594142,울 집업 빅포켓 블루종 자켓 [BLACK],남성,194000,155200,,20,,False,drawfit,16,96,0,GOODS,4594142,386,False
1928038,엑시드 스트랩 레더 샌들 [BLACK],남성,94000,84600,,10,,False,drawfit,2014,96,0,GOODS,1928038,12834,False
5358729,워시드 코튼 샴브레이 워크 셔츠 [BLUE],남성,55000,49500,,10,,False,drawfit,5,96,0,GOODS,5358729,242,False
3037100,오버사이즈 울 라운드 가디건 [M.CHARCOAL],남성,85000,76500,,10,,False,drawfit,311,98,0,GOODS,3037100,1763,False
4327210,라운드넥 니트 티셔츠 [BLACK],남성,35000,31500,,10,,False,drawfit,188,96,0,GOODS,4327210,1249,False
4363640,에센셜 스퀘어 니트 타이 [3COLORS],남성,28000,25200,,10,,False,drawfit,91,96,0,GOODS,4363640,1048,False
3030712,에센셜 윈드 브레이커 자켓,남성,124000,99200,,20,,False,drawfit,155,98,0,GOODS,3030712,1712,False
2818892,프리미어 퓨어 캐시미어 히든 싱글 코트 [BEIGEISH GREY],남성,278000,222400,,20,,False,drawfit,314,98,0,GOODS,2818892,2265,False
4306128,오버사이즈 벌키 라운드 가디건 [BLACK],남성,77000,69300,,10,,False,drawfit,53,98,0,GOODS,4306128,756,False
4538569,[오정규X드로우핏] 시어링 미니멀 무스탕 자켓 [BEIGE],남성,209000,146300,,30,,False,drawfit,114,94,1,GOODS,4538569,2493,False
5542707,라이트 신다운 패디드 자켓 [CHARCOAL],남성,180000,144000,,20,,False,drawfit,0,0,0,GOODS,5542707,80,False
4702401,울 프로트 집업 버튼 니트 [DARK BROWN],남성,77000,69300,,10,,False,drawfit,58,98,0,GOODS,4702401,881,False
4730930,리브드 라운드넥 티셔츠 [MELANGE],남성,42000,37800,,10,,False,drawfit,29,92,0,GOODS,4730930,743,False
3783779,울 PBT 하프 카라 니트 [MELANGE GREY],남성,69000,62100,,10,,False,drawfit,90,100,0,GOODS,3783779,699,False
4305956,코지드 브이넥 풀오버 니트 [BLACK],남성,58000,52200,,10,,False,drawfit,303,98,0,GOODS,4305956,1923,False
4330046,워시드 더블니 카펜터 워크 팬츠 [LIGHT GREY],남성,72000,64800,,10,,False,drawfit,124,96,0,GOODS,4330046,1186,False
4327303,헤이지 미니멀 스트라이프 셔츠 [WHITE],남성,55000,49500,,10,,False,drawfit,49,96,0,GOODS,4327303,626,False
3829998,유주얼 테이퍼드 데님 팬츠 [BLUE],남성,66000,59400,,10,,False,drawfit,38,98,0,GOODS,3829998,552,False
1145197,유주얼 뉴 스트레이트 데님 팬츠 [WHITE],남성,66000,59400,,10,,False,drawfit,878,94,0,GOODS,1145197,2849,False
4305642,가르니 포켓 초어 자켓 [NAVY],남성,148000,118400,,20,,False,drawfit,28,94,0,GOODS,4305642,472,False
2226758,램스 울 하찌 라운드 니트 [5color],남성,74000,66600,,10,,False,drawfit,389,96,0,GOODS,2226758,1445,False
4990662,와플 헨리넥 하프 티셔츠 [IVORY],남성,34000,30600,,10,,False,drawfit,139,98,0,GOODS,4990662,1695,False
4730960,루크 투 포켓 셔츠 [DUSTY BEIGE],남성,55000,49500,,10,,False,drawfit,23,100,0,GOODS,4730960,604,False
5543123,미니멀 후론 후드 다운 자켓 [CHESTNUT BROWN],남성,210000,168000,,20,,False,drawfit,0,0,0,GOODS,5543123,132,False
3489622,데이 레더 벨트 [BROWN],남성,42000,33600,,20,,False,drawfit,677,94,0,GOODS,3489622,2210,False
4739871,CN 벨티드 카고 팬츠 [CHARCOAL],남성,66000,59400,,10,,False,drawfit,22,100,0,GOODS,4739871,570,False
4702369,패커블 시어 윈드브레이커 [BLACK],남성,74000,59200,,20,,False,drawfit,28,98,0,GOODS,4702369,491,False
4305756,컨사이즈 워시드 포켓 데님 자켓 [BLACK],남성,136000,108800,,20,,False,drawfit,32,96,0,GOODS,4305756,875,False
1786160,오버핏 벤트 레이어드 티셔츠 [WHITE],남성,39000,29250,,25,,False,drawfit,1072,98,0,GOODS,1786160,2570,False
5384936,울 헤어리 노르딕 크루넥 니트 [BLACK],남성,74000,66600,,10,,False,drawfit,1,100,0,GOODS,5384936,147,False
3489621,데이 레더 벨트 [BLACK],남성,42000,33600,,20,,False,drawfit,758,92,0,GOODS,3489621,2625,False
4305965,코지드 브이넥 풀오버 니트 [L.GREY],남성,58000,52200,,10,,False,drawfit,341,98,0,GOODS,4305965,2277,False
4327215,라운드넥 니트 티셔츠 [WHITE],남성,35000,31500,,10,,False,drawfit,177,94,0,GOODS,4327215,1287,False
5068730,[DRAW FIT X MANJAE] 리브드 헨리넥 하프 티셔츠 [BLACK],남성,40000,36000,,10,,False,drawfit,162,82,1,GOODS,5068730,5489,False
5016409,렌 스웨이드 크로스백 [BROWN],남성,72000,64800,,10,,False,drawfit,13,92,0,GOODS,5016409,691,False
3489523,유주얼 스트레이트 데님 팬츠 [WHITE],남성,66000,59400,,10,,False,drawfit,42,98,0,GOODS,3489523,745,False
3479626,레이어드 스트링 투웨이 집업 후드 [M.GREY],남성,72000,64800,,10,,False,drawfit,80,98,0,GOODS,3479626,1111,False
5543660,기모 밴딩 와이드 슬랙스 [BRUSHED GREY],남성,60000,54000,,10,,False,drawfit,0,0,0,GOODS,5543660,85,False
3175869,[오정규X드로우핏] 수피마 실켓 프리미엄 코튼 롱슬리브 [2PACK],남성,72000,54000,,25,,False,drawfit,225,96,1,GOODS,3175869,1058,False
4702366,파우스 오버 다잉 자켓 [CHARCOAL],남성,174000,139200,,20,,False,drawfit,29,100,0,GOODS,4702366,715,False
4300486,헤리티지 헌팅 블루종 자켓 [SAND BEIGE],남성,174000,139200,,20,,False,drawfit,20,98,0,GOODS,4300486,832,False
4702307,레이어 앵글 데님 자켓 [DEEP INDIGO],남성,124000,99200,,20,,False,drawfit,12,84,0,GOODS,4702307,590,False
