goodsNo,goodsName,displayGenderText,normalPrice,price,saleRate,brand,reviewCount,reviewScore,isPick
4934380,쿨링 모달 하프 브이넥 니트 [NAVY],남성,55000,49500,10,drawfit,48,96,0
4041167,페이퍼 코튼 오버핏 하프 셔츠 [WHITE],남성,55000,49500,10,drawfit,34,98,0
3154712,페이퍼 코튼 오버핏 셔츠 [LEMON],남성,66000,49500,25,drawfit,648,96,0
5384971,실켓 코튼 U넥 롱슬리브 티셔츠 [M.CHARCOAL],남성,35000,29750,15,drawfit,0,0,0
3274385,럭비 스웨트 스트링 반팔 셔츠 [CHARCOAL],남성,55000,44000,20,drawfit,49,94,0
2738310,포멀릭 리브드 모크넥 티셔츠 [BROWN],남성,44000,22000,50,drawfit,157,96,0
3255734,쿨링 케이블 반팔 카라 니트 [OLIVE],남성,72000,43200,40,drawfit,7,100,0
4057650,미니멀 카고 스웻 버뮤다 팬츠 [BLACK],남성,47000,42300,10,drawfit,14,98,0
5385022,이안 실버 [SILVER],남성,33000,29700,10,drawfit,0,0,0
2537649,쿨링 엠보 티셔츠 [GREY],남성,33000,16500,50,drawfit,68,96,0
5384871,커브드 투웨이 폴라 플리스 자켓 [CHARCOAL],남성,58000,52200,10,drawfit,0,0,0
4702383,덴시티 니트 트러커 울 가디건 [MELANGE GREY],남성,88000,79200,10,drawfit,6,100,0
4058360,벨크로 레더 스트랩 샌들 [BLACK],남성,88000,79200,10,drawfit,38,96,0
3255745,프린지 카라 반팔 니트 [SKY BLUE],남성,66000,39600,40,drawfit,24,96,0
3255744,프린지 카라 반팔 니트 [OLIVE GREEN],남성,66000,39600,40,drawfit,18,96,0
348148,쿨메쉬 레이어드 슬리브리스 [OFFWHITE],남성,29000,26100,10,drawfit,2974,96,0
4730928,리브드 라운드넥 티셔츠 [IVORY],남성,42000,37800,10,drawfit,7,86,0
3255746,투톤 부클 카라 하프 니트 [M.GREY],남성,62000,37200,40,drawfit,15,94,0
4108592,[패션플래닛X드로우핏] 쿨링 릴렉스드 하프 밴딩 팬츠 [BLACK],남성,45000,36000,20,drawfit,124,98,0
2510254,부클레 라운드 반팔 니트 [L.BEIGE],남성,65000,35750,45,drawfit,62,94,0
2510177,포멀릭 리브드 티셔츠 [BLUEGREY],남성,42000,33600,20,drawfit,1548,96,0
2510174,포멀릭 리브드 티셔츠 [CREAM],남성,42000,33600,20,drawfit,613,96,0
4306002,오버사이즈 벌키 브이넥 가디건 [NAVY],남성,74000,66600,10,drawfit,5,100,0
4041114,피그먼트 컬리지 로고 티셔츠 [CHARCOAL],남성,37000,33300,10,drawfit,14,98,0
3479176,케이블 브이넥 헤어리 니트 [BROWN],남성,74000,66600,10,drawfit,153,96,0
3479172,소프트 PBT 케이블 크루넥 니트 [BLACK],남성,74000,66600,10,drawfit,23,94,0
3347025,카고 파라슈트 데님 팬츠 [LIGHT BLUE],남성,74000,66600,10,drawfit,48,98,0
2581577,오버사이즈 풀오버 카라 반팔 셔츠 [MINT],남성,55000,33000,40,drawfit,127,96,0
2226793,소프트 울 그레이드 머플러 [4color],남성,36000,32400,10,drawfit,1362,94,0
1786151,브리드 모크넥 롱 슬리브 티셔츠 [BROWN],남성,39000,21450,45,drawfit,71,96,0
5016475,엠버 그레이 브레이슬릿 [SILVER],남성,33000,29700,10,drawfit,7,86,0
4740182,레이어 스모크 체크 크로스백 [CHARCOAL],남성,66000,59400,10,drawfit,18,92,0
4327164,피그먼트 미니멀 후드 [CHARCOAL],남성,66000,59400,10,drawfit,23,94,0
4306061,스퀘어 스트라이프 코튼 풀오버 니트 [D.NAVY],남성,66000,59400,10,drawfit,19,98,0
4041154,슬레이 피그먼트 워싱 티셔츠 [CHARCOAL],남성,33000,29700,10,drawfit,79,96,0
3783842,오커스 레터링 풀오버 니트 [BLACK],남성,66000,59400,10,drawfit,20,98,0
3577428,터틀넥 풀오버 니트 티셔츠 [IVORY],남성,66000,59400,10,drawfit,20,98,0
3577425,모크넥 풀오버 니트 티셔츠 [IVORY],남성,66000,59400,10,drawfit,27,96,0
3577424,모크넥 풀오버 니트 티셔츠 [BROWN],남성,66000,59400,10,drawfit,11,100,0
3479550,레이어드 스트링 테잎 후드 [TEAL BLUE],남성,66000,59400,10,drawfit,46,98,0
1903748,에센셜 베이직 티셔츠 [SMOKE GREY],남성,33000,29700,10,drawfit,275,96,0
1130405,하이 벤트 레이어드 티셔츠 [CREAM],남성,39000,29250,25,drawfit,808,96,0
4058308,토시브 버뮤다 데님 하프 팬츠 [BLACK],남성,60000,54000,10,drawfit,65,98,0
4058307,토시브 버뮤다 데님 하프 팬츠 [MIDDLE BLUE],남성,60000,54000,10,drawfit,50,98,0
3815301,페이퍼 코튼 알렉스 셔츠 [D.BLUE],남성,59000,53100,10,drawfit,49,94,0
1037227,모더니티 원턱 버뮤다 팬츠 [BLACK],남성,59000,53100,10,drawfit,223,94,0
3255752,스카시 카라 반팔 가디건 [BRICK],남성,84000,50400,40,drawfit,16,98,0
4108590,[패션플래닛X드로우핏] 쿨링 릴렉스드 스트링 팬츠 [D.GREY],남성,62000,49600,20,drawfit,25,92,0
4730950,세인츠 옴브레 체크 셔츠 [WHITE],남성,55000,49500,10,drawfit,33,98,0
4702398,실크 라운드 풀오버 니트 [BLACK],남성,55000,49500,10,drawfit,21,96,0
4702397,실크 라운드 풀오버 니트 [CHARCOAL],남성,55000,49500,10,drawfit,21,100,0
4327134,피그먼트 미니멀 스웻 셔츠 [CHARCOAL],남성,55000,49500,10,drawfit,19,98,0
4041182,크로셰 하프 니트 셔츠 [IVORY],남성,55000,49500,10,drawfit,48,96,0
4041175,스티븐 체크 하프 셔츠 [SKY BLUE],남성,55000,49500,10,drawfit,45,96,0
4041170,페이퍼 코튼 오버핏 하프 셔츠 [SAGE BLUE],남성,55000,49500,10,drawfit,44,98,0
4041169,페이퍼 코튼 오버핏 하프 셔츠 [SKY BLUE],남성,55000,49500,10,drawfit,30,96,0
4041164,드웰 오픈카라 와플 셔츠 [BLACK],남성,55000,49500,10,drawfit,38,98,0
4040908,코튼 케이블 하프 카라 니트 [BLACK],남성,55000,49500,10,drawfit,15,100,0
3815261,블록코어 저지 후드 롱 슬리브 [NAVY],남성,55000,49500,10,drawfit,12,100,0
3783846,소프트 에센셜 라운드 니트 [TOASTY GREY],남성,55000,49500,10,drawfit,58,98,0
3479528,오버사이즈 벌룬 피케 스웨트 셔츠 [IVORY],남성,55000,49500,10,drawfit,9,100,0
3479525,오버사이즈 벌룬 피케 스웨트 셔츠 [LIME KHAKI],남성,55000,49500,10,drawfit,37,96,0
4058397,콘스탄트 체인 써지컬 팔찌 [SILVER],남성,27000,24300,10,drawfit,26,92,0
3052356,그라데이션 워시드 와이드 데님 [MIDDLE BLUE],남성,88000,48400,45,drawfit,57,94,0
4041078,컴피 라인 피케 폴로 티셔츠 [GREY],남성,49000,44100,10,drawfit,23,98,0
3052072,리버릭 리브드 니트 티셔츠 [GREY],남성,44000,22000,50,drawfit,68,100,0
2738299,포멀릭 리브드 모크넥 티셔츠 [CREAM],남성,44000,22000,50,drawfit,188,96,0
4057649,미니멀 카고 스웻 버뮤다 팬츠 [M.GREY],남성,47000,42300,10,drawfit,13,100,0
2537861,루고 코튼 하프 치노 팬츠 [BLACK],남성,47000,42300,10,drawfit,108,98,0
2581505,포멀릭 리브드 티셔츠 [GREEN],남성,42000,21000,50,drawfit,127,98,0
3255740,케이블 반팔 라운드 니트 [DUTCH BLUE],남성,66000,39600,40,drawfit,60,98,0
3255739,케이블 반팔 라운드 니트 [OLIVE],남성,66000,39600,40,drawfit,52,98,0
3037157,코튼 프린지 브이넥 니트 베스트 [CREAM],남성,62000,34100,45,drawfit,36,96,0
2510175,포멀릭 리브드 티셔츠 [NAVY],남성,42000,33600,20,drawfit,650,96,0
4062194,패스 바이 피그먼트 워싱 티셔츠 [CREAM],남성,37000,33300,10,drawfit,17,98,0
4041129,피그먼트 컬리지 로고 티셔츠 [NAVY],남성,37000,33300,10,drawfit,27,98,0
3256608,에어리 부클 라운드 반팔 니트 [M.BLUE],남성,55000,33000,40,drawfit,88,98,0
750541,에센셜 베이직 티셔츠 [SMOKE PINK],남성,33000,16500,50,drawfit,693,94,0
4479863,소프트 스퀘어 체크 머플러 [4color],남성,36000,32400,10,drawfit,133,96,0
3052311,코듀로이 테이퍼드 웨스 팬츠 [WHITE],남성,69000,31050,55,drawfit,18,94,0
4041147,슬레이 피그먼트 워싱 티셔츠 [D.BLUE],남성,33000,29700,10,drawfit,26,96,0
550829,에센셜 베이직 티셔츠 [DEEP GREY],남성,33000,29700,10,drawfit,1246,96,0
1130409,하이 벤트 레이어드 티셔츠 [ASH GREY],남성,39000,29250,25,drawfit,759,96,0
1130407,하이 벤트 레이어드 티셔츠 [CHARCOAL],남성,39000,29250,25,drawfit,736,96,0
434861,터틀 하이 벤트 레이어드 티셔츠 [BLACK],남성,39000,29250,25,drawfit,4911,96,0
3274396,스피딩 클래식 카 티셔츠 [BLACK],남성,44000,22000,50,drawfit,26,100,0
2818154,포멀릭 리브드 모크넥 티셔츠 [BLUEGREY],남성,44000,22000,50,drawfit,37,94,0
1925685,자카드 라운드 니트 베스트 [BLACK],남성,44000,22000,50,drawfit,524,98,0
3274380,리버릭 리브드 반팔 티셔츠 [IVORY],남성,42000,21000,50,drawfit,24,98,0
3274379,리버릭 리브드 반팔 티셔츠 [GREY],남성,42000,21000,50,drawfit,38,94,0
3231300,포멀릭 리브드 티셔츠 [BRICK],남성,42000,21000,50,drawfit,60,96,0
1333399,하이 벤트 레이어드 티셔츠 [MOCHA],남성,39000,19500,50,drawfit,704,96,0
1130406,하이 벤트 레이어드 티셔츠 [INDI BLUE],남성,39000,19500,50,drawfit,840,96,0
5385021,메이슨 블랙 [BLACK],남성,33000,29700,10,drawfit,0,0,0
4934330,페이드 데님 하프 셔츠 [ROUGH BLUE],남성,58000,52200,10,drawfit,41,96,0
4934320,솔리드 하프 시어서커 셔츠 [BLACK],남성,50000,45000,10,drawfit,39,94,0
4702396,실크 라운드 풀오버 니트 [DARK BROWN],남성,55000,49500,10,drawfit,13,96,0
4306144,오버핏 피케 와플 니트 [BLACK],남성,58000,46400,20,drawfit,18,88,0
4306131,오버핏 피케 와플 니트 [BROWN],남성,58000,46400,20,drawfit,17,96,0
4306102,라운드 브러쉬 헤어리 풀오버 니트 [BLUE GREY],남성,62000,49600,20,drawfit,9,92,0
4306101,라운드 브러쉬 헤어리 풀오버 니트 [BLACK],남성,62000,49600,20,drawfit,15,92,0
4306075,콘스탄트 벌키 라운드 집업 니트 [BLACK],남성,77000,69300,10,drawfit,36,100,0
4306069,스퀘어 스트라이프 코튼 풀오버 니트 [IVORY],남성,66000,59400,10,drawfit,15,84,0
4306051,와플 텍스쳐 라운드 풀오버 니트 [NAVY],남성,58000,52200,10,drawfit,42,92,0
4306038,와플 텍스쳐 라운드 풀오버 니트 [BLACK],남성,58000,52200,10,drawfit,33,90,0
4108593,[패션플래닛X드로우핏] 쿨링 릴렉스드 하프 밴딩 팬츠 [D.GREY],남성,45000,36000,20,drawfit,51,98,0
4062153,콘트라스트 블록 반팔 니트 [PISTACHIO GREEN],남성,66000,59400,10,drawfit,15,98,0
4058362,볼티드 첼시 레인부츠 [BLACK],남성,122000,109800,10,drawfit,25,94,0
4058257,디테쳐블 퍼티그 와이드 팬츠 [KHAKI],남성,62000,55800,10,drawfit,21,98,0
4041180,크로셰 하프 니트 셔츠 [BLACK],남성,55000,49500,10,drawfit,37,96,0
4041082,컴피 라인 피케 폴로 티셔츠 [GREEN],남성,49000,44100,10,drawfit,12,96,0
4040955,코튼 케이블 하프 카라 니트 [SKY BLUE],남성,55000,49500,10,drawfit,23,94,0
4040928,코튼 케이블 하프 카라 니트 [IVORY],남성,55000,49500,10,drawfit,19,96,0
4040914,코튼 케이블 하프 카라 니트 [NAVY],남성,55000,49500,10,drawfit,32,96,0
3847262,볼티드 캐쥬얼 더비 슈즈 [BLACK],남성,122000,109800,10,drawfit,73,98,0
3847261,클라우디 스웨이드 스니커즈 [DUSTY PINK],남성,98000,88200,10,drawfit,15,92,0
3815260,블록코어 저지 후드 롱 슬리브 [BLACK],남성,55000,49500,10,drawfit,11,96,0
3784117,소프트 PBT 님블 브이넥 가디건 [GREY],남성,66000,59400,10,drawfit,27,100,0
3783851,마크스 레터링 풀오버 니트 [CHARCOAL],남성,66000,59400,10,drawfit,20,96,0
3783850,마크스 레터링 풀오버 니트 [CREAM],남성,66000,59400,10,drawfit,15,100,0
3783845,소프트 에센셜 라운드 니트 [SAND BEIGE],남성,55000,49500,10,drawfit,30,96,0
3783841,오커스 레터링 풀오버 니트 [BLUE],남성,66000,59400,10,drawfit,17,96,0
3783821,오버사이즈 믹시드 풀오버 니트 [PALE BLUE],남성,69000,62100,10,drawfit,20,94,0
3783819,스트라이프 코튼 카라 니트 [MOCHA BROWN],남성,74000,66600,10,drawfit,15,100,0
3783818,스트라이프 코튼 카라 니트 [BLACK],남성,74000,66600,10,drawfit,30,96,0
3783805,루즈핏 울 부클 니트집업 가디건 [SPACE BLUE],남성,86000,77400,10,drawfit,25,92,0
3783804,루즈핏 울 부클 니트집업 가디건 [D.GREY],남성,86000,77400,10,drawfit,30,100,0
3591939,울 블렌딩 헤어리 니트 [SKY BLUE],남성,66000,59400,10,drawfit,64,96,0
3591861,프리미어 퓨어 캐시미어 발마칸 코트 [MOCHA],남성,308000,246400,20,drawfit,47,100,0
3591812,프리미어 퓨어 캐시미어 히든 싱글 코트 [BEIGE],남성,278000,222400,20,drawfit,72,100,0
3577426,터틀넥 풀오버 니트 티셔츠 [BLACK],남성,66000,59400,10,drawfit,18,94,0
3489629,스티칭 레더 탭 백 [BLACK],남성,62000,49600,20,drawfit,374,98,0
3489628,패디드 스트링 백 [AGATE GRAY],남성,74000,59200,20,drawfit,172,96,0
3479623,피그먼트 레이어드 스트링 테잎 후드 [CHACOAL],남성,66000,59400,10,drawfit,44,98,0
3479578,루즈핏 터틀넥 롱슬리브 티셔츠 [BROWN],남성,37000,33300,10,drawfit,29,98,0
3479556,레이어드 스트링 테잎 후드 [DUSTY PINK],남성,66000,59400,10,drawfit,27,94,0
3479200,오버사이즈 PBT 케이블 라운드 가디건 [GREY],남성,98000,88200,10,drawfit,42,98,0
3479199,오버사이즈 PBT 케이블 라운드 가디건 [BLACK],남성,98000,88200,10,drawfit,37,100,0
3479173,소프트 PBT 케이블 터틀넥 니트 [BLACK],남성,74000,66600,10,drawfit,21,96,0
3479171,소프트 PBT 케이블 크루넥 니트 [GREY],남성,74000,66600,10,drawfit,46,100,0
3479170,소프트 PBT 케이블 크루넥 니트 [IVORY],남성,74000,66600,10,drawfit,45,96,0
3479120,PBT 라운드 하프 집업 풀오버 니트 [CREAM],남성,76000,68400,10,drawfit,17,98,0
3476418,리버릭 리브드 니트 티셔츠 [NAVY],남성,44000,39600,10,drawfit,28,90,0
3438293,라인 포인트 퍼커링 MA-1 자켓 [DARK GREY],남성,174000,139200,20,drawfit,1,100,0
3438291,라인 포인트 퍼커링 MA-1 자켓 [BLACK],남성,174000,139200,20,drawfit,25,96,0
3438290,헤링본 카라 집업 블루종 자켓 [NAVY],남성,208000,166400,20,drawfit,302,98,0
3438147,울 스타디움 라인 집업 자켓 [DARK BLUE],남성,199000,159200,20,drawfit,33,96,0
3274381,리버릭 리브드 반팔 티셔츠 [BRICK],남성,42000,21000,50,drawfit,38,98,0
3256604,에어리 부클 라운드 반팔 니트 [M.LAVENDER],남성,55000,33000,40,drawfit,50,96,0
3255751,스카시 카라 반팔 가디건 [BLACK],남성,84000,67200,20,drawfit,42,98,0
3255750,스카시 카라 반팔 풀오버 니트 [SKY BLUE],남성,77000,61600,20,drawfit,97,96,0
3255749,스카시 카라 반팔 풀오버 니트 [OLIVE GREEN],남성,77000,61600,20,drawfit,210,98,0
3255747,투톤 부클 카라 하프 니트 [M.BLACK],남성,62000,37200,40,drawfit,11,94,0
3255742,케이블 라운드 반팔 가디건 [NAVY],남성,77000,46200,40,drawfit,32,100,0
3231301,포멀릭 리브드 티셔츠 [CHARCOAL],남성,42000,21000,50,drawfit,80,96,0
3231298,포멀릭 리브드 티셔츠 [INDI BLUE],남성,42000,21000,50,drawfit,51,98,0
3052435,스퀘어 토 모노 더비 슈즈 [BLACK],남성,144000,129600,10,drawfit,41,92,0
3052069,리버릭 리브드 니트 티셔츠 [BRICK],남성,44000,39600,10,drawfit,465,98,0
3052047,레이어드 스트링 스웨트 셔츠 [CHARCOAL],남성,55000,49500,10,drawfit,72,98,0
3052046,레이어드 스트링 스웨트 셔츠 [M.GREY],남성,55000,49500,10,drawfit,64,94,0
3037188,보카시 하이넥 니트 가디건 [CHARCOAL],남성,86000,47300,45,drawfit,130,98,0
3037135,스티치 포인트 PBT 라운드 가디건 [BLACK],남성,109000,98100,10,drawfit,214,96,0
2919442,릴렉스드 와이드 생지 데님 팬츠 [BLACK],남성,88000,79200,10,drawfit,51,96,0
2854535,프리미어 오버사이즈 울 피코트 [NAVY],남성,298000,238400,20,drawfit,38,96,0
2825494,프리미어 퓨어 울 발마칸 코트 [MELANGE BROWN],남성,308000,246400,20,drawfit,462,98,0
2825479,프리미어 퓨어 울 로브 더블 코트 [MELANGE BROWN],남성,308000,246400,20,drawfit,143,98,0
2818155,포멀릭 리브드 모크넥 티셔츠 [L.BEIGE],남성,44000,22000,50,drawfit,12,98,0
2801863,포멀릭 리브드 터틀넥 티셔츠 [CREAM],남성,44000,24200,45,drawfit,8,88,0
2801862,포멀릭 리브드 터틀넥 티셔츠 [L.BEIGE],남성,44000,24200,45,drawfit,6,100,0
2801860,포멀릭 리브드 터틀넥 티셔츠 [BROWN],남성,44000,24200,45,drawfit,1,100,0
2801859,포멀릭 리브드 터틀넥 티셔츠 [GREY],남성,44000,24200,45,drawfit,7,94,0
2774702,셋업 스트링 트랙 팬츠 [WET BLACK],남성,69000,37950,45,drawfit,10,100,0
2774645,오버핏 페이퍼 코튼 셔츠 [SKY BLUE],남성,66000,36300,45,drawfit,36,96,0
2740336,오버사이즈 프린지 니트 가디건 [NAVY],남성,85000,46750,45,drawfit,211,98,0
2738296,포멀릭 리브드 모크넥 티셔츠 [GREY],남성,44000,22000,50,drawfit,269,96,0
2738058,라인 스모크 레더 집업 자켓 [SMOKE BROWN],남성,184000,147200,20,drawfit,79,96,0
2738039,스모크 레더 하이넥 블루종 [SMOKE GREEN],남성,184000,101200,45,drawfit,34,90,0
2737956,윈드 브레이커 후디 자켓 [MATT BLACK],남성,189000,103950,45,drawfit,36,98,0
2737955,윈드 브레이커 후디 자켓 [WET BLACK],남성,189000,103950,45,drawfit,26,98,0
2721943,미니멀 소프트 데님 자켓 [BLUE],남성,174000,139200,20,drawfit,32,96,0
2581639,슬럽 와이드 밴딩 데님 팬츠 [BLACK],남성,77000,69300,10,drawfit,321,96,0
2581578,오버사이즈 풀오버 카라 반팔 셔츠 [SKYBLUE],남성,55000,33000,40,drawfit,136,96,0
2581503,포멀릭 리브드 티셔츠 [L.BEIGE],남성,42000,33600,20,drawfit,221,98,0
2581501,포멀릭 리브드 티셔츠 [SKYBLUE],남성,42000,21000,50,drawfit,209,98,0
2510256,부클레 브이넥 니트 베스트 [CREAM],남성,62000,34100,45,drawfit,45,96,0
2510249,스카시 펀칭 브이넥 니트 베스트 [CREAM],남성,77000,42350,45,drawfit,25,96,0
2510233,리브드 오픈 카라 반팔 니트 [GREEN],남성,62000,49600,20,drawfit,241,96,0
2510184,페이퍼 코튼 오버핏 반팔 셔츠 [PALE MINT],남성,55000,33000,40,drawfit,338,94,0
2510183,페이퍼 코튼 오버핏 반팔 셔츠 [SKYBLUE],남성,55000,33000,40,drawfit,261,96,0
2322864,소프트 크랙 오버 윈드 자켓 [GREY],남성,189000,103950,45,drawfit,37,98,0
2227123,울 니트 핑거리스 워머 [3color],공용,26000,23400,10,drawfit,1555,94,0
2120301,오버핏 벤트 레이어드 티셔츠 [CHARCOAL],남성,39000,29250,25,drawfit,172,98,0
2120300,오버핏 벤트 레이어드 티셔츠 [CREAM],남성,39000,29250,25,drawfit,114,94,0
1649205,체크 로브 더블 코트 [HERRINGBONE CHECK],남성,256000,204800,20,drawfit,491,96,0
1594472,오버사이즈 히든 미니멀 셔츠 [L.GREY],남성,59000,53100,10,drawfit,838,98,0
1404479,에센셜 베이직 티셔츠 [MOCHA],남성,33000,16500,50,drawfit,337,96,0
1333401,하이 벤트 레이어드 티셔츠 [DUSTY CREAM],남성,39000,29250,25,drawfit,585,96,0
1305433,모더니티 히든 밴딩 슬랙스 [L.GREY],남성,69000,34500,50,drawfit,747,96,0
1130425,브리드 모크넥 롱 슬리브 티셔츠 [ASH GREY],남성,39000,21450,45,drawfit,287,94,0
607925,터틀 하이 벤트 레이어드 티셔츠 [WHITE],남성,39000,29250,25,drawfit,1903,96,0
538282,에센셜 베이직 티셔츠 [BEIGE],남성,33000,16500,50,drawfit,713,96,0
3390508,[패션플래닛 PICK] 87-STAN009  [리뉴얼] 스탠다드 블루종 스웨이드 자켓 블랙,공용,133000,37900,72,standarderror,23688,96,1
4227437,[패션플래닛 PICK] 87-STAN081 원포켓 빈티지 오버핏 긴팔 체크 셔츠 네이비,공용,54000,17900,67,standarderror,3010,96,1
3390511,[패션플래닛 PICK] 87-STAN009 [리뉴얼] 스탠다드 블루종 스웨이드 자켓 카키,공용,133000,37900,72,standarderror,23688,96,1
5151941,87-STAN047 벌룬핏 워싱 와이드 데님팬츠 9COLOR,공용,54000,24500,55,standarderror,3663,96,0
3902778,87-STAN047 벌룬핏 워싱 와이드 데님팬츠 빈티지 블랙,공용,54000,24800,54,standarderror,3663,96,0
5278213,87-STAN009 [리뉴얼] 스탠다드 블루종 스웨이드 자켓 레드브라운,공용,133000,39900,70,standarderror,23688,96,0
5092924,[2PACK] 긴팔 체크 셔츠 패키지 (15종),공용,107000,35900,66,standarderror,41,94,0
4227441,87-STAN083 레트로 플레이드 오버핏 포켓 긴팔 체크 셔츠 딥블루,공용,54000,17900,67,standarderror,2076,94,0
5278209,87-STAN009 [리뉴얼] 스탠다드 블루종 스웨이드 자켓 다크브라운,공용,133000,59900,55,standarderror,23688,96,0
4227448,87-STAN086 레거시 빈티지 오버핏 포켓 긴팔 체크 셔츠 네이비,공용,54000,16900,69,standarderror,1002,94,0
4482435,[패션플래닛 PICK] 87-STAN081 원포켓 빈티지 오버핏 긴팔 체크 셔츠 블루,공용,54000,17900,67,standarderror,236,96,1
3902775,87-STAN047 벌룬핏 워싱 와이드 데님팬츠 빈티지 블루,공용,54000,31900,41,standarderror,3663,96,0
5377308,87-STAN009 [리뉴얼] 스탠다드 블루종 스웨이드 자켓 5COLOR,공용,133000,35900,73,standarderror,23688,96,0
5102804,[2PACK] 긴팔 체크 셔츠 패키지 (15종),공용,107000,32900,69,standarderror,28,100,0
3902776,87-STAN047 벌룬핏 워싱 와이드 데님팬츠 빈티지 옐로우,공용,54000,26900,50,standarderror,3663,96,0
5278189,87-STAN009 [리뉴얼] 스탠다드 블루종 스웨이드 자켓 크랙 다크브라운,공용,133000,38900,71,standarderror,23688,96,0
4227424,87-STAN074 빈티지 팜트리 오버핏 긴팔 체크 셔츠 버건디,공용,54000,19900,63,standarderror,246,94,0
5278159,87-STAN009 [리뉴얼] 스탠다드 블루종 스웨이드 자켓 크랙 브라운,공용,133000,39900,70,standarderror,23688,96,0
4227440,87-STAN082 빈티지 플레이드 오버핏 포켓 긴팔 체크 셔츠 핑크,공용,54000,19900,63,standarderror,762,96,0
5278249,87-STAN009 [리뉴얼] 스탠다드 블루종 레더 자켓 빈티지 블랙,공용,133000,39900,70,standarderror,7,100,0
5102884,[2PACK] 긴팔 체크 셔츠 패키지 (15종),공용,107000,35900,66,standarderror,27,100,0
5278267,87-STAN009 [리뉴얼] 스탠다드 블루종 레더 자켓 블랙,공용,133000,37900,72,standarderror,1,80,0
4673166,87-STAN116 [뉴트로] 빈티지 워시드 더블 라인 데님 자켓 빈티지 블랙,공용,133000,49900,62,standarderror,58,94,0
5278246,87-STAN009 [리뉴얼] 스탠다드 블루종 레더 자켓 빈티지 브라운,공용,133000,39900,70,standarderror,2,100,0
3390510,87-STAN009 [리뉴얼] 스탠다드 블루종 스웨이드 자켓 그레이,공용,133000,37900,72,standarderror,23688,96,0
5278162,87-STAN009 [리뉴얼] 스탠다드 블루종 스웨이드 자켓 크랙 카키,공용,133000,39900,70,standarderror,23688,96,0
4673165,87-STAN115 [내추럴] 빈티지 워시드 바이커 패널 라인 데님 자켓 빈티지 옐로우,공용,133000,49900,62,standarderror,45,96,0
4227423,87-STAN074 빈티지 팜트리 오버핏 긴팔 체크 셔츠 그린,공용,54000,17900,67,standarderror,423,94,0
4673161,87-STAN115 [내추럴] 빈티지 워시드 바이커 패널 라인 데님 자켓 빈티지 블랙,공용,133000,49900,62,standarderror,63,96,0
4227449,87-STAN086 레거시 빈티지 오버핏 포켓 긴팔 체크 셔츠 브라운,공용,54000,19900,63,standarderror,410,94,0
5278132,87-STAN009 [리뉴얼] 스탠다드 블루종 스웨이드 자켓 크랙 블랙,공용,133000,59900,55,standarderror,23688,96,0
4673170,87-STAN116 [뉴트로] 빈티지 워시드 더블 라인 데님 자켓 빈티지 옐로우,공용,133000,49900,62,standarderror,31,96,0
4227438,87-STAN081 원포켓 빈티지 오버핏 긴팔 체크 셔츠 레드,공용,54000,17900,67,standarderror,204,94,0
4227444,87-STAN083 레트로 플레이드 오버핏 포켓 긴팔 체크 셔츠 스카이블루,공용,54000,19900,63,standarderror,366,94,0
3390509,87-STAN009 [리뉴얼] 스탠다드 블루종 스웨이드 자켓 아이보리,공용,133000,37900,72,standarderror,23688,96,0
4227453,87-STAN088 하브 빈티지  오버핏 포켓 긴팔 체크 셔츠 레드,공용,54000,19900,63,standarderror,347,96,0
4482444,87-STAN086 레거시 빈티지 오버핏 포켓 긴팔 체크 셔츠 블랙,공용,54000,17900,67,standarderror,307,96,0
4482547,87-STAN135 레트로 긱 오버핏 포켓 긴팔 체크 셔츠 버건디,공용,54000,17900,67,standarderror,131,96,0
4710013,87-STAN047 벌룬핏 워싱 와이드 데님팬츠 빈티지인디고,공용,54000,26900,50,standarderror,3663,96,0
4227425,87-STAN074 빈티지 팜트리 오버핏 긴팔 체크 셔츠 브라운,공용,54000,17900,67,standarderror,170,94,0
5278260,87-STAN009 [리뉴얼] 스탠다드 블루종 레더 자켓 아이보리,공용,133000,59900,55,standarderror,1,80,0
4673183,87-STAN120 [뉴트로] 솔리드 워싱 홀더 데님 자켓 빈티지 옐로우,공용,133000,49900,62,standarderror,26,100,0
4658037,87-STAN165 빈티지 캣워싱 와이드 데님팬츠 빈티지옐로우,공용,54000,23900,56,standarderror,393,96,0
4710009,87-STAN047 벌룬핏 워싱 와이드 데님팬츠 빈티지다크블랙,공용,54000,29900,45,standarderror,3663,96,0
3390496,87-STAN008 [리뉴얼] 파이핑 카라 바시티 레더 자켓 블랙,공용,166000,39900,76,standarderror,408,96,0
4673181,87-STAN120 [뉴트로] 솔리드 워싱 홀더 데님 자켓 빈티지 블랙,공용,133000,49900,62,standarderror,39,94,0
4227450,87-STAN087 클래식 레거시 오버핏 포켓 긴팔 체크 셔츠 블랙,공용,54000,19900,63,standarderror,232,96,0
4710010,87-STAN047 벌룬핏 워싱 와이드 데님팬츠 빈티지옐로우블랙,공용,54000,26900,50,standarderror,3663,96,0
4710011,87-STAN047 벌룬핏 워싱 와이드 데님팬츠 빈티지그레이,공용,54000,29900,45,standarderror,3663,96,0
4709998,87-STAN176 미니멀 빈티지 더블 포켓 레더 자켓 블랙,공용,133000,39900,70,standarderror,54,100,0
