likeType,relationId,count,liked
GOODS,4306002,377,False
GOODS,3815300,1053,False
GOODS,2120357,649,False
GOODS,5385025,74,False
GOODS,1925228,2859,False
GOODS,4702380,418,False
GOODS,2510192,7267,False
GOODS,2510190,2336,False
GOODS,348148,2808,False
GOODS,348145,991,False
GOODS,3479628,721,False
GOODS,1624044,6982,False
GOODS,3154651,1736,False
GOODS,4934379,772,False
GOODS,3052047,601,False
GOODS,3614226,2434,False
GOODS,3614221,1243,False
GOODS,2825479,2134,False
GOODS,4305585,315,False
GOODS,3830000,551,False
GOODS,1946922,3612,False
GOODS,5068728,399,False
GOODS,3274393,1585,False
GOODS,3274392,3042,False
GOODS,3784044,552,False
GOODS,4062165,1326,False
GOODS,3489244,731,False
GOODS,3284713,5439,False
GOODS,1925446,2113,False
GOODS,1594472,1693,False
GOODS,4907318,1081,False
GOODS,4538555,669,False
GOODS,4538553,1141,False
GOODS,5385021,35,False
GOODS,4058361,567,False
GOODS,3591941,1158,False
GOODS,3591940,1278,False
GOODS,3489242,748,False
GOODS,4073507,1287,False
GOODS,3783846,468,False
GOODS,3052073,1317,False
GOODS,5223182,253,False
GOODS,3037187,924,False
GOODS,3783820,482,False
GOODS,4306144,567,False
GOODS,5068732,2082,False
GOODS,4327164,461,False
GOODS,4306061,289,False
GOODS,4041527,1180,False
GOODS,3088134,884,False
GOODS,550829,1194,False
GOODS,3847260,536,False
GOODS,3783823,903,False
GOODS,3235077,1196,False
GOODS,3231183,1195,False
GOODS,1130405,782,False
GOODS,434861,7265,False
GOODS,5543122,99,False
GOODS,4330073,579,False
GOODS,3438290,1907,False
GOODS,4479863,1432,False
GOODS,3438147,1082,False
GOODS,2919442,906,False
GOODS,1946997,5675,False
GOODS,4934326,476,False
GOODS,3784043,669,False
GOODS,4934381,642,False
GOODS,4702396,414,False
GOODS,4479860,4807,False
GOODS,4041072,1582,False
GOODS,4041014,1176,False
GOODS,3052059,636,False
GOODS,3175685,6106,False
GOODS,2738058,1376,False
GOODS,4538570,1541,False
GOODS,1333400,837,False
GOODS,1130409,750,False
GOODS,4108588,841,False
GOODS,4702383,369,False
GOODS,4702329,409,False
GOODS,1130406,835,False
GOODS,2510174,1623,False
GOODS,4041502,886,False
GOODS,3235079,991,False
GOODS,2510194,1521,False
GOODS,4934378,1007,False
GOODS,3648036,4995,False
GOODS,3052434,471,False
GOODS,4995113,516,False
GOODS,3052069,1613,False
GOODS,2120300,342,False
GOODS,607925,3223,False
GOODS,1066105,3994,False
GOODS,3476412,382,False
GOODS,4330061,4019,False
GOODS,4058307,506,False
GOODS,4934384,1487,False
GOODS,4306038,414,False
GOODS,4306107,271,False
GOODS,4041164,553,False
GOODS,3847263,762,False
GOODS,2226793,7451,False
GOODS,2738486,455,False
GOODS,1903748,560,False
GOODS,1333401,782,False
GOODS,4058360,518,False
GOODS,3052068,2260,False
GOODS,2552399,6930,False
GOODS,5068725,421,False
GOODS,3784045,434,False
GOODS,2774701,319,False
GOODS,1305432,1158,False
GOODS,4058397,377,False
GOODS,5016411,629,False
GOODS,4306075,463,False
GOODS,2510175,1608,False
GOODS,5068727,441,False
GOODS,4990660,664,False
GOODS,4062198,723,False
GOODS,4062194,340,False
GOODS,4041114,391,False
GOODS,3489243,895,False
GOODS,3479174,498,False
GOODS,3479172,474,False
GOODS,3479170,603,False
GOODS,2868775,1448,False
GOODS,2738310,632,False
GOODS,2738299,818,False
GOODS,2510184,1948,False
GOODS,1288281,1277,False
GOODS,5016475,366,False
GOODS,4041154,488,False
GOODS,3784118,469,False
GOODS,3784116,391,False
GOODS,3783842,389,False
GOODS,3783841,333,False
GOODS,3479550,666,False
GOODS,3231808,357,False
GOODS,3088140,1164,False
GOODS,1333399,763,False
GOODS,4058308,643,False
GOODS,3815301,623,False
GOODS,4306102,252,False
GOODS,4934382,572,False
GOODS,4934323,644,False
GOODS,4934314,619,False
GOODS,4702397,371,False
GOODS,4041182,623,False
GOODS,4041174,1417,False
GOODS,4041169,501,False
GOODS,4041016,990,False
GOODS,3479528,325,False
GOODS,3154712,1393,False
GOODS,3052356,750,False
GOODS,4306131,538,False
GOODS,4934322,445,False
GOODS,4934319,376,False
GOODS,4934307,1097,False
GOODS,3489628,854,False
GOODS,3052072,566,False
GOODS,2509149,1612,False
GOODS,1033848,2705,False
GOODS,1786151,215,False
GOODS,3476418,452,False
GOODS,3175675,3252,False
GOODS,4730928,369,False
GOODS,4108593,337,False
GOODS,4108592,819,False
GOODS,2510177,2980,False
GOODS,4990659,590,False
GOODS,4062209,411,False
GOODS,4041129,333,False
GOODS,2581578,632,False
GOODS,5146270,359,False
GOODS,4041147,338,False
GOODS,2227123,5207,False
GOODS,1925685,1017,False
GOODS,2581501,622,False
GOODS,2537649,783,False
GOODS,750541,709,False
GOODS,5146271,505,False
GOODS,5068724,436,False
GOODS,4934383,1133,False
GOODS,4934380,584,False
GOODS,4934330,1178,False
GOODS,4934328,453,False
GOODS,4934324,381,False
GOODS,4934320,620,False
GOODS,4934317,432,False
GOODS,4934312,487,False
GOODS,4934311,635,False
GOODS,4934310,679,False
GOODS,4934304,658,False
GOODS,4740182,432,False
GOODS,4479884,2580,False
GOODS,4330060,797,False
GOODS,4330057,368,False
GOODS,4306101,243,False
GOODS,4306069,232,False
GOODS,4306051,565,False
GOODS,4108590,338,False
GOODS,4062205,355,False
GOODS,4062185,335,False
GOODS,4062161,1102,False
GOODS,4062155,592,False
GOODS,4062153,354,False
GOODS,4058362,721,False
GOODS,4058257,410,False
GOODS,4041493,538,False
GOODS,4041160,521,False
GOODS,4040955,411,False
