goodsNo,goodsName,displayGenderText,normalPrice,price,couponPrice,saleRate,couponSaleRate,hasOptionPrice,brand,reviewCount,reviewScore,isYoutubeCollab
2315115,오버사이즈 도브 울 블레이저 [D.BROWN],남성,159000,127200,,20,,False,drawfit,1139,98,0
1120482,오버사이즈 모던 체크 블레이저,남성,159000,127200,,20,,False,drawfit,1212,96,0
5384937,울 헤어리 노르딕 크루넥 니트 [VINTAGE BROWN],남성,74000,66600,,10,,False,drawfit,19,94,0
4730935,스트라이프 티셔츠 [CHARCOAL],남성,37000,33300,,10,,False,drawfit,68,98,0
5358778,투 턱 와이드 핀 스트라이프 슬랙스 [CHARCOAL],남성,66000,59400,,10,,False,drawfit,11,98,0
5358779,아크 세미 벌룬 치노 팬츠 [BROWN],남성,66000,59400,,10,,False,drawfit,4,100,0
2422235,밴딩 테이퍼드 슬랙스 [BLACK],남성,60000,49800,,17,,False,drawfit,7520,98,0
2367276,와이드 밴딩 치노 팬츠 [L.BEIGE],남성,66000,59400,,10,,False,drawfit,1826,96,0
4990661,[유튜버 PICK] 와플 헨리넥 하프 티셔츠 [BLACK],남성,34000,27200,,20,,False,drawfit,725,96,1
5543734,유주얼 세미 와이드 데님 팬츠 [DUSTY BLUE],남성,66000,59400,,10,,False,drawfit,1,80,0
4424970,오버사이즈 스웨이드 라인 무스탕 자켓 [BLACK],남성,209000,167200,,20,,False,drawfit,149,96,0
5358780,도브 울 릴렉스 스트레이트 슬랙스 [BLACK],남성,62000,55800,,10,,False,drawfit,7,92,0
3783695,인시전 레더 블루종 자켓 [RED BROWN],남성,174000,139200,,20,,False,drawfit,107,96,0
5385024,카우 스터드 스웨이드 레더 벨트 [BLACK],남성,42000,37800,,10,,False,drawfit,3,94,0
4994883,아크 세미 벌룬 치노 팬츠 [BEIGE],남성,66000,59400,,10,,False,drawfit,70,96,0
5363206,도브 울 하이드 블루종 자켓 [CHESTNUT BROWN],남성,174000,139200,,20,,False,drawfit,5,100,0
4730918,리브드 헨리넥 티셔츠 [IVORY],남성,44000,39600,,10,,False,drawfit,15,96,0
5358820,[서강준PICK] 프렌치 플레어 데님 팬츠 [FADE BLUE],남성,66000,59400,,10,,False,drawfit,14,92,1
4327321,오버사이즈 코듀로이 알렉스 셔츠 [BROWN],남성,55000,49500,,10,,False,drawfit,75,98,0
2818896,프리미어 퓨어 캐시미어 발마칸 코트 [D.NAVY],남성,308000,246400,,20,,False,drawfit,1660,98,0
4702371,플루이드 싱글 스웨이드 블레이저 [CHESTNUT BROWN],남성,174000,156600,,10,,False,drawfit,25,96,0
3783548,디비젼 후드 윈드브레이커 [BLACK],남성,124000,99200,,20,,False,drawfit,101,98,0
5543454,울 헤어리 스트라이프 풀오버 니트 [MELANGE GREY],남성,77000,69300,,10,,False,drawfit,0,0,0
3037099,오버사이즈 울 라운드 가디건 [BLACK],남성,85000,76500,,10,,False,drawfit,523,98,0
5358777,투 턱 와이드 핀 스트라이프 슬랙스 [BLACK],남성,66000,59400,,10,,False,drawfit,8,98,0
1760178,도브 울 블루종 자켓 [OATGREY],남성,174000,139200,,20,,False,drawfit,416,98,0
5358817,유주얼 세미 와이드 데님 팬츠 [BROWN],남성,66000,59400,,10,,False,drawfit,6,94,0
2119985,와이드 밴딩 치노 팬츠 [BLACK],남성,66000,59400,,10,,False,drawfit,669,96,0
3347008,카고 파라슈트 치노 팬츠 [BEIGE],남성,74000,66600,,10,,False,drawfit,164,96,0
1305385,오버핏 울 니트 베스트 [BLACK],공용,59000,47200,,20,,False,drawfit,2409,98,0
2120464,리에디션 스웨이드 자켓 [BLACK],남성,168000,134400,,20,,False,drawfit,294,98,0
1151850,오버사이즈 히든 미니멀 셔츠 [WHITE],남성,59000,53100,,10,,False,drawfit,2979,96,0
5384941,스트라이프 헤어리 크롭 라운드 가디건 [IVORY],남성,74000,66600,,10,,False,drawfit,6,100,0
2120465,리에디션 스웨이드 자켓 [MOCHA BEIGE],남성,168000,134400,,20,,False,drawfit,287,98,0
4732776,빈티지 워시드 데님 셔츠 [VINTAGE BLUE],남성,66000,59400,,10,,False,drawfit,79,96,0
4702317,리파인드 라인 레더 자켓 [BLACK],남성,174000,139200,,20,,False,drawfit,69,98,0
4305659,스웨이드 패널 트러커 집업 자켓 [D.KHAKI],남성,174000,139200,,20,,False,drawfit,48,98,0
5358776,와이드 밴딩 치노 팬츠 [BROWN],남성,66000,59400,,10,,False,drawfit,4,100,0
4994881,아크 세미 벌룬 치노 팬츠 [BLACK],남성,66000,59400,,10,,False,drawfit,39,92,0
4702320,릴렉스드 오피스 CN 블레이저 [BLACK],남성,159000,127200,,20,,False,drawfit,15,98,0
4327191,실켓 코튼 U넥 롱슬리브 티셔츠 [WHITE],남성,35000,29750,,15,,False,drawfit,229,96,0
4301108,콘트라스트 세미 와이드 워싱 데님 팬츠 [RUSTY INDIGO],남성,74000,66600,,10,,False,drawfit,118,98,0
5384938,울 헤어리 노르딕 크루넥 니트 [IVORY],남성,74000,66600,,10,,False,drawfit,16,98,0
5543151,오버사이즈 스웨이드 라인 무스탕 자켓 [ALL BLACK],남성,209000,167200,,20,,False,drawfit,0,0,0
1145196,유주얼 뉴 스트레이트 데님 팬츠 [BLACK],남성,66000,59400,,10,,False,drawfit,3000,92,0
4330047,워시드 더블니 카펜터 워크 팬츠 [BLACK],남성,72000,64800,,10,,False,drawfit,183,96,0
3830004,콘트라스트 세미 와이드 워싱 데님 팬츠 [BLACK],남성,74000,66600,,10,,False,drawfit,281,98,0
2799746,[드로우핏X노이어] 핸드메이드 캐시미어 발마칸 코트,공용,318000,254400,,20,,False,drawfit,379,98,1
4041025,실켓 코튼 U넥 티셔츠 [BLACK],남성,33000,29700,,10,,False,drawfit,388,98,0
4730932,스트라이프 티셔츠 [WHITE],남성,37000,33300,,10,,False,drawfit,50,100,0
3030682,울 스타디움 라인 집업 자켓 [BLACK],남성,199000,159200,,20,,False,drawfit,809,96,0
5016476,슬림 레더 체인 레이어드 네클리스 [SILVER],남성,27000,24300,,10,,False,drawfit,55,90,0
5375943,원터치 스트라이프 컴피 타이 [2COLORS],남성,25000,22500,,10,,False,drawfit,12,98,0
5358818,프렌치 플레어 데님 팬츠 [BLACK INDIGO],남성,66000,59400,,10,,False,drawfit,10,96,0
1333422,오버사이즈 히든 미니멀 셔츠 [BLACK],남성,59000,53100,,10,,False,drawfit,872,96,0
2825493,프리미어 퓨어 울 발마칸 코트 [MELANGE TAUPE],남성,308000,246400,,20,,False,drawfit,850,98,0
3154688,원턱 밴딩 테이퍼드 슬랙스 [BLACK],남성,63000,49800,,21,,False,drawfit,1248,96,0
3154648,투턱 밴딩 와이드 슬랙스 [GREY],남성,63000,49800,,21,,False,drawfit,1321,98,0
4301121,유주얼 세미 와이드 데님 팬츠 [DARK GREY],남성,66000,59400,,10,,False,drawfit,65,96,0
4424969,오버사이즈 라인 무스탕 자켓 [IVORY],남성,209000,167200,,20,,False,drawfit,152,96,0
4995109,[DRAW FIT X DAILY ROOM] 로버스트 버뮤다 와이드 데님 팬츠 [BLACK],남성,47000,37600,,20,,False,drawfit,480,98,1
5506723,옴스크 후디드 라이트 다운 자켓 [BLACK],남성,168000,134400,,20,,False,drawfit,2,100,0
4327314,오버사이즈 코듀로이 알렉스 셔츠 [CHARCOAL],남성,55000,49500,,10,,False,drawfit,59,98,0
4301140,유주얼 세미 와이드 데님 팬츠 [VINTAGE BLUE],남성,66000,59400,,10,,False,drawfit,60,92,0
3489529,유주얼 세미 와이드 데님 팬츠 [L.BLUE],남성,66000,59400,,10,,False,drawfit,447,96,0
5358731,덴버 투 포켓 체크 셔츠 [BROWN],남성,55000,49500,,10,,False,drawfit,12,98,0
3154711,코지드 스트라이프 셔츠 [BLACK],남성,66000,49500,,25,,False,drawfit,1347,98,0
1456515,멀티 스트랩 미니 백 [MATT BLACK],공용,55000,49500,,10,,False,drawfit,10633,98,0
4740184,카우 슬림 레더 벨트 [BLACK],남성,42000,37800,,10,,False,drawfit,54,96,0
4907283,스트라이프 하프 티셔츠 [WHITE],남성,36000,32400,,10,,False,drawfit,103,98,0
3037101,오버사이즈 울 라운드 가디건 [BRICK],남성,85000,76500,,10,,False,drawfit,1060,98,0
5384935,헤어리 크롭 브이넥 풀오버 니트 [MELANGE GREY],남성,66000,59400,,10,,False,drawfit,2,90,0
4327323,타이디 미니멀 스트라이프 셔츠 [WHITE],남성,55000,49500,,10,,False,drawfit,100,98,0
3830002,콘트라스트 세미 와이드 워싱 데님 팬츠 [DARK BLUE],남성,74000,66600,,10,,False,drawfit,143,98,0
4739882,사이드 브리치 트랙 팬츠 [BLACK],남성,62000,55800,,10,,False,drawfit,44,98,0
2825494,프리미어 퓨어 울 발마칸 코트 [MELANGE BROWN],남성,308000,246400,,20,,False,drawfit,462,98,0
3489625,호보 레더 크로스백 [DARK BROWN],남성,82000,65600,,20,,False,drawfit,1092,96,0
2570743,레이어드 체인 써지컬 팔찌 [SILVER],공용,25000,22500,,10,,False,drawfit,1753,96,0
4990664,와플 헨리넥 하프 티셔츠 [MELANGE],남성,34000,30600,,10,,False,drawfit,401,96,0
4732773,카빌 미드나잇 데님 셔츠 [BLACK],남성,66000,59400,,10,,False,drawfit,48,98,0
5364425,스트라이프 슬림 모던 타이 [2COLORS],남성,25000,22500,,10,,False,drawfit,7,100,0
2119982,와이드 밴딩 치노 팬츠 [KHAKI],남성,66000,59400,,10,,False,drawfit,799,96,0
3305119,키높이 하프 인솔 [2COLORS],공용,9900,8910,,10,,False,drawfit,794,98,0
4730993,해밀턴 미니멀 체크 셔츠 [BLUE],남성,55000,49500,,10,,False,drawfit,63,98,0
5384975,헤이든 헨리넥 롱슬리브 티셔츠 [CHARCOAL],남성,35000,29750,,15,,False,drawfit,20,100,0
3052053,오버사이즈 벌룬 피케 스웨트 셔츠 [BLACK],남성,55000,49500,,10,,False,drawfit,408,98,0
4327328,에반 옴브레 체크 셔츠 [NAVY],남성,55000,49500,,10,,False,drawfit,168,96,0
3154716,페이퍼 코튼 오버핏 셔츠 [WHITE],남성,66000,49500,,25,,False,drawfit,1239,96,0
538279,에센셜 베이직 티셔츠 [OFFWHITE],남성,33000,29700,,10,,False,drawfit,6750,96,0
4739972,와이드 트위스트 데님 팬츠 [DEEP INDIGO],남성,66000,59400,,10,,False,drawfit,59,100,0
4305401,콘트라스트 워크 트러커 자켓 [BLACK],남성,174000,139200,,20,,False,drawfit,80,98,0
5384934,헤어리 크롭 브이넥 풀오버 니트 [BLACK],남성,66000,59400,,10,,False,drawfit,2,100,0
3154714,페이퍼 코튼 오버핏 셔츠 [D.BLUE],남성,66000,49500,,25,,False,drawfit,1330,96,0
407066,하이 벤트 레이어드 티셔츠 [BLACK],남성,39000,29250,,25,,False,drawfit,13483,96,0
5543150,오버사이즈 라인 무스탕 자켓 [BROWN],남성,209000,167200,,20,,False,drawfit,0,0,0
3783848,소프트 에센셜 헨리넥 니트 [BLACK],남성,66000,59400,,10,,False,drawfit,136,98,0
4058364,올마이티 보스턴 더플백 [BLACK],남성,74000,66600,,10,,False,drawfit,195,98,0
4327198,실켓 코튼 U넥 롱슬리브 티셔츠 [BLACK],남성,35000,29750,,15,,False,drawfit,127,92,0
3489528,유주얼 세미 와이드 데님 팬츠 [WHITE],남성,66000,59400,,10,,False,drawfit,240,98,0
1305386,오버핏 울 니트 베스트 [L.BEIGE],공용,59000,47200,,20,,False,drawfit,1140,98,0
3052090,오버사이즈 인디고 워싱 데님 셔츠 [BLACK],남성,66000,59400,,10,,False,drawfit,400,96,0
4479890,미니멀 후론 후드 다운 자켓 [BLACK],남성,210000,168000,,20,,False,drawfit,162,96,0
4424996,어베인 카운티 크로스 토트백 [BLACK],남성,74000,66600,,10,,False,drawfit,218,98,0
4732777,빈티지 워시드 데님 셔츠 [BLACK],남성,66000,59400,,10,,False,drawfit,29,100,0
709192,오버사이즈 미니멀 체크 블레이저 [BEIGE],남성,159000,127200,,20,,False,drawfit,2252,96,0
3347011,카고 파라슈트 치노 팬츠 [OFF WHITE],남성,74000,66600,,10,,False,drawfit,201,96,0
5543100,베어론 퍼 후드 집업 자켓 [BLACK],남성,108000,86400,,20,,False,drawfit,0,0,0
3154689,원턱 밴딩 테이퍼드 슬랙스 [GREY],남성,63000,49800,,21,,False,drawfit,1033,98,0
5385026,카우 스터드 스웨이드 레더 벨트 [BROWN],남성,42000,37800,,10,,False,drawfit,3,100,0
5384862,크롭 패디드 플라이트 블루종 자켓 [BLACK],남성,174000,139200,,20,,False,drawfit,1,80,0
1649144,프리미어 퓨어 캐시미어 히든 싱글 코트 [CHESTNUT BROWN],남성,278000,222400,,20,,False,drawfit,1424,98,0
1217305,유주얼 뉴 스트레이트 데님 팬츠 [BLUE],남성,66000,59400,,10,,False,drawfit,1793,94,0
3331687,에센셜 베이직 티셔츠 [2PACK],공용,66000,49500,,25,,False,drawfit,797,98,0
5220312,헤일 코튼 크롭 하프 티셔츠 [M.GREY],남성,33000,29700,,10,,False,drawfit,27,98,0
4330033,커브드 인시전 라인 데님 팬츠 [BLACK],남성,72000,64800,,10,,False,drawfit,86,98,0
4108579,[패션플래닛X드로우핏] 쿨링 릴렉스드 와이드 밴딩 팬츠 [BLACK],남성,59000,47200,,20,,False,drawfit,990,96,1
3175726,[오정규X드로우핏] 수피마 실켓 프리미엄 코튼 티셔츠 [9COLORS],남성,33000,26400,,20,,False,drawfit,558,98,1
3175768,[오정규X드로우핏] 수피마 실켓 프리미엄 코튼 티셔츠 [2PACK],남성,66000,49500,,25,,False,drawfit,1614,98,1
2480138,밴딩 테이퍼드 슬랙스 [GREY],남성,60000,49800,,17,,False,drawfit,2835,98,0
2799745,[드로우핏X노이어] 핸드메이드 캐시미어 싱글 코트,공용,318000,254400,,20,,False,drawfit,250,98,1
3438287,울 카라 집업 블루종 자켓 [BLACK],남성,208000,166400,,20,,False,drawfit,773,98,0
2361832,테이퍼드 밴딩 치노 팬츠 [BEIGE],남성,66000,59400,,10,,False,drawfit,1255,96,0
5543453,울 헤어리 스트라이프 풀오버 니트 [DARK RED],남성,77000,69300,,10,,False,drawfit,0,0,0
5358698,워시드 코튼 웨스턴 셔츠 [NAVY],남성,55000,49500,,10,,False,drawfit,4,100,0
5358697,워시드 코튼 웨스턴 셔츠 [BROWN],남성,55000,49500,,10,,False,drawfit,6,96,0
3489626,호보 나일론 크로스백 [BLACK],남성,82000,65600,,20,,False,drawfit,1430,98,0
4740179,앰플 크로스 카메라백 [BLACK],남성,72000,64800,,10,,False,drawfit,55,98,0
5220311,헤일 코튼 크롭 하프 티셔츠 [WHITE],남성,33000,29700,,10,,False,drawfit,23,94,0
4058365,커넥티드 브리프 크로스백 [BLACK],남성,86000,77400,,10,,False,drawfit,110,100,0
4305739,레이어 플리츠 워크 데님 자켓 [DARK BLUE],남성,136000,108800,,20,,False,drawfit,60,92,0
3154715,페이퍼 코튼 오버핏 셔츠 [SKY BLUE],남성,66000,49500,,25,,False,drawfit,1772,96,0
5385023,루스 블랙 [BLACK],남성,33000,29700,,10,,False,drawfit,1,100,0
4702402,울 프로트 집업 버튼 니트 [BLACK],남성,77000,69300,,10,,False,drawfit,62,96,0
5358730,워시드 코튼 샴브레이 워크 셔츠 [INDIGO],남성,55000,49500,,10,,False,drawfit,10,98,0
4327316,오버사이즈 코듀로이 알렉스 셔츠 [BLACK],남성,55000,49500,,10,,False,drawfit,48,98,0
4305953,울 블렌딩 헤어리 니트 가디건 [D.GREY],남성,72000,64800,,10,,False,drawfit,66,98,0
4041509,헤이지 펜슬 스트라이프 셔츠 [SKY BLUE],남성,55000,49500,,10,,False,drawfit,529,96,0
2825478,프리미어 퓨어 울 로브 더블 코트 [MELANGE TAUPE],남성,308000,246400,,20,,False,drawfit,355,98,0
2085823,프리미어 퓨어 캐시미어 로브 더블 코트 [CHESTNUT BROWN],남성,308000,246400,,20,,False,drawfit,843,98,0
5358824,워싱 릴렉스 스트레이트 데님 팬츠 [DARK BLUE],남성,66000,59400,,10,,False,drawfit,1,100,0
2139144,[서강준PICK] 터틀넥 니트 티셔츠 SET,남성,60000,43900,,27,,False,drawfit,16221,98,1
5358696,워시드 코튼 웨스턴 셔츠 [BLACK],남성,55000,49500,,10,,False,drawfit,4,100,0
3783489,콘트라스트 워시드 데님 자켓 [BLACK],남성,124000,99200,,20,,False,drawfit,95,96,0
4538554,[오정규X드로우핏] 컨사이즈 울 원더 발마칸 코트 [NAVY],남성,298000,238400,,20,,False,drawfit,50,94,1
5384978,피그먼트 핑거홀 루즈 티셔츠 [PIGMENT CHARCOAL],남성,44000,39600,,10,,False,drawfit,5,100,0
3154649,투턱 밴딩 와이드 슬랙스 [DARK BROWN],남성,63000,49800,,21,,False,drawfit,1133,98,0
4330051,와이드 퍼티그 치노 팬츠 [BEIGE],남성,66000,59400,,10,,False,drawfit,113,98,0
3489525,유주얼 스트레이트 데님 팬츠 [BLUE],남성,66000,59400,,10,,False,drawfit,124,98,0
2774996,와이드 뉴트럴 컬러 데님 [MOCHA],남성,74000,66600,,10,,False,drawfit,475,98,0
2480137,밴딩 테이퍼드 슬랙스 [L.BEIGE],남성,60000,49800,,17,,False,drawfit,2453,98,0
3614287,프리미어 울 싱글 체스터 코트 [BLACK],남성,278000,222400,,20,,False,drawfit,192,98,0
4330030,커브드 인시전 라인 데님 팬츠 [SLATE BLUE],남성,72000,64800,,10,,False,drawfit,105,96,0
2367275,와이드 밴딩 치노 팬츠 [OFF WHITE],남성,66000,59400,,10,,False,drawfit,1645,96,0
4730997,르말 스트라이프 셔츠 [IVORY],남성,55000,49500,,10,,False,drawfit,25,100,0
5543452,울 헤어리 스트라이프 풀오버 니트 [BLACK],남성,77000,69300,,10,,False,drawfit,0,0,0
5146274,콘스탄트 리브드 헨리넥 티셔츠 [MELANGE GREY],남성,36000,32400,,10,,False,drawfit,91,98,0
3052036,레이어드 스트링 테잎 후드 [NAVY],남성,66000,59400,,10,,False,drawfit,896,96,0
3614230,헤링본 체크 울 발마칸 코트 [BROWN],남성,308000,246400,,20,,False,drawfit,114,96,0
5384972,리브드 헨리넥 티셔츠 [BROWN],남성,44000,39600,,10,,False,drawfit,1,60,0
5385027,하이드 더블 포켓 백팩 [BLACK],남성,88000,79200,,10,,False,drawfit,0,0,0
5384870,커브드 투웨이 폴라 플리스 자켓 [BLACK],남성,58000,52200,,10,,False,drawfit,3,100,0
4702321,릴렉스드 오피스 CN 블레이저 [CHARCOAL],남성,159000,127200,,20,,False,drawfit,17,100,0
4730963,루크 투 포켓 셔츠 [CHARCOAL],남성,55000,49500,,10,,False,drawfit,60,98,0
4995108,[DRAW FIT X DAILY ROOM] 로버스트 버뮤다 와이드 데님 팬츠 [BLUE],남성,47000,37600,,20,,False,drawfit,589,98,1
5016408,레가토 벨티드 레더 토트백 [BLACK],남성,80000,72000,,10,,False,drawfit,10,94,0
4330052,와이드 퍼티그 치노 팬츠 [BLACK],남성,66000,59400,,10,,False,drawfit,106,96,0
1812069,모더니티 세미 와이드 슬릿 슬랙스 [GREY],남성,69000,62100,,10,,False,drawfit,688,96,0
5068733,[DRAW FIT X MANJAE] 러스티 머슬핏 티셔츠 [BLACK],남성,33000,29700,,10,,False,drawfit,86,94,1
5384973,리브드 헨리넥 티셔츠 [CHARCOAL],남성,44000,39600,,10,,False,drawfit,3,100,0
4995010,커브드 라인 워크 스웻 팬츠 [CHARCOAL],남성,62000,55800,,10,,False,drawfit,18,88,0
4305877,울 그라데이션 라운드 풀오버 니트 [LIGHT BLUE],남성,70000,63000,,10,,False,drawfit,49,100,0
5220310,헤일 코튼 크롭 하프 티셔츠 [BLACK],남성,33000,29700,,10,,False,drawfit,24,90,0
3030704,컬러 포인트 윈드 브레이커 자켓,남성,124000,99200,,20,,False,drawfit,206,98,0
4730922,리브드 라운드넥 티셔츠 [BLACK],남성,42000,37800,,10,,False,drawfit,23,96,0
3614260,핸드메이드 캐시미어 더블 로브 코트 [BLACK],남성,318000,254400,,20,,False,drawfit,155,96,0
3783762,인버티드 워싱 코튼 자켓 [BLACK],남성,174000,139200,,20,,False,drawfit,54,98,0
4305942,울 블렌딩 헤어리 니트 가디건 [BROWN],남성,72000,64800,,10,,False,drawfit,37,96,0
2361829,테이퍼드 밴딩 치노 팬츠 [KHAKI],남성,66000,59400,,10,,False,drawfit,347,96,0
3154690,원턱 밴딩 테이퍼드 슬랙스 [DARK BROWN],남성,63000,49800,,21,,False,drawfit,469,96,0
1958904,와이드 밴딩 슬릭 플리츠 팬츠 [BLACK],남성,49000,44100,,10,,False,drawfit,2572,96,0
4995039,[패션플래닛X드로우핏] 쿨링 릴렉스드 테이퍼드 밴딩 팬츠 [BLACK],남성,59000,47200,,20,,False,drawfit,77,98,1
2322887,라인 스모크 레더 자켓 [SMOKE BROWN],남성,174000,139200,,20,,False,drawfit,495,96,0
2774998,와이드 뉴트럴 컬러 데님 [BROWN],남성,74000,66600,,10,,False,drawfit,659,98,0
4305772,컨사이즈 워시드 포켓 데님 자켓 [MAHOGANI BLUE],남성,136000,108800,,20,,False,drawfit,103,96,0
4739968,와이드 카펜터 워크 팬츠 [BLACK],남성,66000,59400,,10,,False,drawfit,44,96,0
3154710,코지드 스트라이프 셔츠 [SKY BLUE],남성,66000,49500,,25,,False,drawfit,625,96,0
3052033,레이어드 스트링 테잎 후드 [BLACK],남성,66000,59400,,10,,False,drawfit,254,92,0
3783778,울 PBT 하프 카라 니트 [BLACK],남성,69000,62100,,10,,False,drawfit,90,96,0
3052057,오버사이즈 벌룬 피케 스웨트 셔츠 [GREY],남성,55000,49500,,10,,False,drawfit,222,96,0
3305118,키높이 하프 인솔 [3PACK],공용,16500,14850,,10,,False,drawfit,662,96,0
3088138,레이어드 스트링 테잎 후드 [BURGUNDY],남성,66000,59400,,10,,False,drawfit,206,94,0
3030665,코튼 트윌 스트링 자켓 [BLACK],남성,174000,139200,,20,,False,drawfit,577,96,0
2322886,라인 스모크 레더 자켓 [SMOKE BLACK],남성,174000,139200,,20,,False,drawfit,254,98,0
4424992,스퀘어 슬릭 레더 크로스백 [BLACK],남성,77000,69300,,10,,False,drawfit,68,98,0
3052064,포멀릭 리브드 헨리넥 티셔츠 [OFF WHITE],남성,44000,39600,,10,,False,drawfit,192,98,0
3783490,콘트라스트 워시드 데님 자켓 [SLATE BLUE],남성,124000,99200,,20,,False,drawfit,93,96,0
5068731,[DRAW FIT X MANJAE] 리브드 헨리넥 하프 티셔츠 [IVORY],남성,40000,36000,,10,,False,drawfit,70,86,1
4907281,실켓 코튼 U넥 티셔츠 [MELANGE GREY],남성,33000,29700,,10,,False,drawfit,84,98,0
4314891,유주얼 세미 와이드 데님 팬츠 [VINTAGE GREY],남성,66000,59400,,10,,False,drawfit,56,94,0
2361831,테이퍼드 밴딩 치노 팬츠 [BLACK],남성,66000,59400,,10,,False,drawfit,265,96,0
1964770,슬랜트 메신저 크로스 백 [BLACK],공용,66000,59400,,10,,False,drawfit,3355,98,0
2510196,[유튜버 PICK] 오버사이즈 풀오버 카라 반팔 셔츠 [BLACK],남성,55000,33000,,40,,False,drawfit,2586,98,1
5543659,기모 밴딩 와이드 슬랙스 [BRUSHED BLACK],남성,60000,54000,,10,,False,drawfit,0,0,0
5384970,실켓 코튼 U넥 롱슬리브 티셔츠 [M.GREY],남성,35000,29750,,15,,False,drawfit,1,100,0
4058398,카이언 러프 스톤 팔찌 [BLUE GREEN],남성,27000,24300,,10,,False,drawfit,463,94,0
4108580,[패션플래닛X드로우핏] 쿨링 릴렉스드 와이드 밴딩 팬츠 [D.GREY],남성,59000,47200,,20,,False,drawfit,365,98,1
5542706,라이트 신다운 패디드 자켓 [BLACK],남성,180000,144000,,20,,False,drawfit,0,0,0
3052063,포멀릭 리브드 헨리넥 티셔츠 [BLACK],남성,44000,39600,,10,,False,drawfit,300,96,0
4305970,코지드 브이넥 풀오버 니트 [BROWN],남성,58000,52200,,10,,False,drawfit,144,98,0
3052437,스웨이드 왈라비 모크 슈즈 [BEIGE],남성,155000,139500,,10,,False,drawfit,408,96,0
2480237,밴딩 와이드 슬랙스 [L.BEIGE],남성,60000,49800,,17,,False,drawfit,1105,96,0
2361830,테이퍼드 밴딩 치노 팬츠 [L.BEIGE],남성,66000,59400,,10,,False,drawfit,427,94,0
5384871,커브드 투웨이 폴라 플리스 자켓 [CHARCOAL],남성,58000,52200,,10,,False,drawfit,0,0,0
968414,모더니티 히든 밴딩 슬랙스 [BLACK],남성,69000,62100,,10,,False,drawfit,2680,96,0
1852144,모더니티 히든 밴딩 슬랙스 [COPPER BROWN],남성,69000,62100,,10,,False,drawfit,415,96,0
4594142,울 집업 빅포켓 블루종 자켓 [BLACK],남성,194000,155200,,20,,False,drawfit,16,96,0
1928038,엑시드 스트랩 레더 샌들 [BLACK],남성,94000,84600,,10,,False,drawfit,2014,96,0
5358729,워시드 코튼 샴브레이 워크 셔츠 [BLUE],남성,55000,49500,,10,,False,drawfit,5,96,0
3037100,오버사이즈 울 라운드 가디건 [M.CHARCOAL],남성,85000,76500,,10,,False,drawfit,311,98,0
4327210,라운드넥 니트 티셔츠 [BLACK],남성,35000,31500,,10,,False,drawfit,188,96,0
4363640,에센셜 스퀘어 니트 타이 [3COLORS],남성,28000,25200,,10,,False,drawfit,91,96,0
3030712,에센셜 윈드 브레이커 자켓,남성,124000,99200,,20,,False,drawfit,155,98,0
2818892,프리미어 퓨어 캐시미어 히든 싱글 코트 [BEIGEISH GREY],남성,278000,222400,,20,,False,drawfit,314,98,0
4306128,오버사이즈 벌키 라운드 가디건 [BLACK],남성,77000,69300,,10,,False,drawfit,53,98,0
4538569,[오정규X드로우핏] 시어링 미니멀 무스탕 자켓 [BEIGE],남성,209000,146300,,30,,False,drawfit,114,94,1
5542707,라이트 신다운 패디드 자켓 [CHARCOAL],남성,180000,144000,,20,,False,drawfit,0,0,0
4702401,울 프로트 집업 버튼 니트 [DARK BROWN],남성,77000,69300,,10,,False,drawfit,58,98,0
4730930,리브드 라운드넥 티셔츠 [MELANGE],남성,42000,37800,,10,,False,drawfit,29,92,0
3783779,울 PBT 하프 카라 니트 [MELANGE GREY],남성,69000,62100,,10,,False,drawfit,90,100,0
4305956,코지드 브이넥 풀오버 니트 [BLACK],남성,58000,52200,,10,,False,drawfit,303,98,0
4330046,워시드 더블니 카펜터 워크 팬츠 [LIGHT GREY],남성,72000,64800,,10,,False,drawfit,124,96,0
4327303,헤이지 미니멀 스트라이프 셔츠 [WHITE],남성,55000,49500,,10,,False,drawfit,49,96,0
3829998,유주얼 테이퍼드 데님 팬츠 [BLUE],남성,66000,59400,,10,,False,drawfit,38,98,0
1145197,유주얼 뉴 스트레이트 데님 팬츠 [WHITE],남성,66000,59400,,10,,False,drawfit,878,94,0
4305642,가르니 포켓 초어 자켓 [NAVY],남성,148000,118400,,20,,False,drawfit,28,94,0
2226758,램스 울 하찌 라운드 니트 [5color],남성,74000,66600,,10,,False,drawfit,389,96,0
4990662,와플 헨리넥 하프 티셔츠 [IVORY],남성,34000,30600,,10,,False,drawfit,139,98,0
4730960,루크 투 포켓 셔츠 [DUSTY BEIGE],남성,55000,49500,,10,,False,drawfit,23,100,0
5543123,미니멀 후론 후드 다운 자켓 [CHESTNUT BROWN],남성,210000,168000,,20,,False,drawfit,0,0,0
3489622,데이 레더 벨트 [BROWN],남성,42000,33600,,20,,False,drawfit,677,94,0
4739871,CN 벨티드 카고 팬츠 [CHARCOAL],남성,66000,59400,,10,,False,drawfit,22,100,0
4702369,패커블 시어 윈드브레이커 [BLACK],남성,74000,59200,,20,,False,drawfit,28,98,0
4305756,컨사이즈 워시드 포켓 데님 자켓 [BLACK],남성,136000,108800,,20,,False,drawfit,32,96,0
